Parameters: 
delta_t : 0.000001 
equillibrium_threshold : 0.000010 
max_cycles : 90000000.000000 
sample_frequency : 100000.000000 
Run Time : 4560.008368 

DATA START
t                       |A                       |B                       |P                       |Q                       |X                       |Y                       |Z                       |
4.5000000000000000e+01  |5.9634503823889295e-02  |5.9072435994227707e-02  |9.2717507510319214e-04  |3.6569067944397309e-04  |8.6240431482560433e-11  |7.0159135380421359e-07  |3.7200951461966751e-08  |
4.5100000000000001e+01  |5.9634498263445170e-02  |5.9072431893929390e-02  |9.2719029517304848e-04  |3.6569067947599896e-04  |8.7295440002049898e-11  |6.9010937559829281e-07  |3.7563157552214386e-08  |
4.5199999999999996e+01  |5.9634492794080972e-02  |5.9072427742692335e-02  |9.2720538397650398e-04  |3.6569067950852503e-04  |8.8396738129940682e-11  |6.7879557905033209e-07  |3.7939387747049066e-08  |
4.5299999999999997e+01  |5.9634487414465177e-02  |5.9072423538256237e-02  |9.2722034643009346e-04  |3.6569067954105109e-04  |8.9547418288898774e-11  |6.6764649034276051e-07  |3.8330458854127457e-08  |
4.5399999999999999e+01  |5.9634482123295904e-02  |5.9072419278208957e-02  |9.2723518754738430e-04  |3.6569067957357716e-04  |9.0750866470904106e-11  |6.5665862364210512e-07  |3.8737255605175676e-08  |
4.5500000000000000e+01  |5.9634476919298553e-02  |5.9072414959970586e-02  |9.2724991245341664e-04  |3.6569067960610322e-04  |9.2010799255344222e-11  |6.4582847382144067e-07  |3.9160738220430000e-08  |
4.5600000000000001e+01  |5.9634471801227676e-02  |5.9072410580775607e-02  |9.2726452640090444e-04  |3.6569067963862929e-04  |9.3331306741449553e-11  |6.3515250823607492e-07  |3.9601951049294128e-08  |
4.5699999999999996e+01  |5.9634466767864908e-02  |5.9072406137657102e-02  |9.2727903478845460e-04  |3.6569067967448830e-04  |9.4716902553256372e-11  |6.2462715738160005e-07  |4.0062032476337655e-08  |
4.5799999999999997e+01  |5.9634461818021380e-02  |5.9072401627423513e-02  |9.2729344318121800e-04  |3.6569067971243537e-04  |9.6172582346786728e-11  |6.1424880422530641e-07  |4.0542226321838717e-08  |
4.5899999999999999e+01  |5.9634456950536423e-02  |5.9072397046634091e-02  |9.2730775733432475e-04  |3.6569067975038245e-04  |9.7703892595117231e-11  |6.0401377195721747e-07  |4.1043895016129681e-08  |
4.6000000000000000e+01  |5.9634452164279705e-02  |5.9072392391570930e-02  |9.2732198321961883e-04  |3.6569067978832953e-04  |9.9317011871709567e-11  |5.9391830984831257e-07  |4.1568534890029012e-08  |
4.6100000000000001e+01  |5.9634447458151940e-02  |5.9072387658208186e-02  |9.2733612705634186e-04  |3.6569067982689921e-04  |1.0101884742820150e-10  |5.8395857682936312e-07  |4.2117794003530249e-08  |
4.6199999999999996e+01  |5.9634442831083406e-02  |5.9072382842174045e-02  |9.2735019534650272e-04  |3.6569067987026729e-04  |1.0281715061444091e-10  |5.7413062231071598e-07  |4.2693493036892334e-08  |
4.6299999999999997e+01  |5.9634438282037697e-02  |5.9072377938705935e-02  |9.2736419491588732e-04  |3.6569067991363538e-04  |1.0472065567904369e-10  |5.6443036364033083e-07  |4.3297649899595867e-08  |
4.6399999999999999e+01  |5.9634433810011038e-02  |5.9072372942605651e-02  |9.2737813296184864e-04  |3.6569067995700347e-04  |1.0673924780570169e-10  |5.5485355943996010e-07  |4.3932508882950244e-08  |
4.6500000000000000e+01  |5.9634429414034677e-02  |5.9072367848173060e-02  |9.2739201710938517e-04  |3.6569068000426682e-04  |1.0888416800993390e-10  |5.4539577785157043e-07  |4.4600575405412359e-08  |
4.6600000000000001e+01  |5.9634425093175319e-02  |5.9072362649141993e-02  |9.2740585547736415e-04  |3.6569068005305592e-04  |1.1116826492442490e-10  |5.3605235845070201e-07  |4.5304657694827732e-08  |
4.6699999999999996e+01  |5.9634420846539700e-02  |5.9072357338594859e-02  |9.2741965675727906e-04  |3.6569068010214382e-04  |1.1360630680416325e-10  |5.2681836621505701e-07  |4.6047917146389078e-08  |
4.6799999999999997e+01  |5.9634416673273079e-02  |5.9072351908862716e-02  |9.2743343030760137e-04  |3.6569068015635393e-04  |1.1621537168014073e-10  |5.1768853543742418e-07  |4.6833929628466698e-08  |
4.6899999999999999e+01  |5.9634412572565999e-02  |5.9072346351406284e-02  |9.2744718626780237e-04  |3.6569068021056404e-04  |1.1901534007819071e-10  |5.0865720078780878e-07  |4.7666760738323067e-08  |
4.7000000000000000e+01  |5.9634408543655516e-02  |5.9072340656667256e-02  |9.2746093569750186e-04  |3.6569068026968363e-04  |1.2202952401276342e-10  |4.9971821177847542e-07  |4.8551059021755530e-08  |
4.7100000000000001e+01  |5.9634404585830074e-02  |5.9072334813890535e-02  |9.2747469074699299e-04  |3.6569068033002902e-04  |1.2528547949518053e-10  |4.9086482554594897e-07  |4.9492172594604919e-08  |
4.7199999999999996e+01  |5.9634400698434897e-02  |5.9072328810896878e-02  |9.2748846487108734e-04  |3.6569068039508115e-04  |1.2881606984865763e-10  |4.8208957094424763e-07  |5.0496296639241272e-08  |
4.7299999999999997e+01  |5.9634396880878071e-02  |5.9072322633802583e-02  |9.2750227309664781e-04  |3.6569068046361043e-04  |1.3266087743048903e-10  |4.7338407414782014e-07  |5.1570662209121844e-08  |
4.7399999999999999e+01  |5.9634393132640635e-02  |5.9072316266658022e-02  |9.2751613236489506e-04  |3.6569068053609357e-04  |1.3686810817416206e-10  |4.6473883180823663e-07  |5.2723781163100253e-08  |
4.7500000000000000e+01  |5.9634389453282241e-02  |5.9072309690981033e-02  |9.2753006197436691e-04  |3.6569068061347341e-04  |1.4149720742828196e-10  |4.5614291150765748e-07  |5.3965768697929017e-08  |
4.7599999999999994e+01  |5.9634385842458025e-02  |5.9072302885146720e-02  |9.2754408416410882e-04  |3.6569068069651001e-04  |1.4662252594564747e-10  |4.4758354945942839e-07  |5.5308775256991841e-08  |
4.7699999999999996e+01  |5.9634382299936957e-02  |5.9072295823563922e-02  |9.2755822489577126e-04  |3.6569068078582550e-04  |1.5233857653517688e-10  |4.3904559978102952e-07  |5.6767576017945167e-08  |
4.7799999999999997e+01  |5.9634378825616320e-02  |5.9072288475553014e-02  |9.2757251492543008e-04  |3.6569068088227494e-04  |1.5876777151646924e-10  |4.3051076396310857e-07  |5.8360393134487448e-08  |
4.7899999999999999e+01  |5.9634375419558315e-02  |5.9072280803769549e-02  |9.2758699130887927e-04  |3.6569068098778694e-04  |1.6607216156787092e-10  |4.2195648539686396e-07  |6.0110071763964168e-08  |
4.8000000000000000e+01  |5.9634372082028368e-02  |5.9072272761929383e-02  |9.2760169957788077e-04  |3.6569068110354504e-04  |1.7447188621572437e-10  |4.1335431627757107e-07  |6.2045812057292043e-08  |
4.8099999999999994e+01  |5.9634368813548964e-02  |5.9072264291410194e-02  |9.2761669699535014e-04  |3.6569068123231113e-04  |1.8427541364761448e-10  |4.0466742023495936e-07  |6.4205809751237235e-08  |
4.8199999999999996e+01  |5.9634365614983628e-02  |5.9072255315962385e-02  |9.2763205762864639e-04  |3.6569068137655116e-04  |1.9593166580534280e-10  |3.9584659157587002e-07  |6.6641452905397653e-08  |
4.8299999999999997e+01  |5.9634362487660006e-02  |5.9072245733051768e-02  |9.2764788066375284e-04  |3.6569068154106003e-04  |2.1012560596245777e-10  |3.8682357965056554e-07  |6.9424340299297123e-08  |
4.8399999999999999e+01  |5.9634359433563100e-02  |5.9072235398764772e-02  |9.2766430491911668e-04  |3.6569068173248595e-04  |2.2796773565316666e-10  |3.7749915826657080e-07  |7.2658793289096731e-08  |
4.8500000000000000e+01  |5.9634356455667316e-02  |5.9072224099235938e-02  |9.2768153634030005e-04  |3.6569068196135295e-04  |2.5140982403994958e-10  |3.6771997321328133e-07  |7.6506086010877258e-08  |
4.8599999999999994e+01  |5.9634353558538682e-02  |5.9072211490211780e-02  |9.2769990617019426e-04  |3.6569068224647438e-04  |2.8429160633275094e-10  |3.5722833013445923e-07  |8.1236923504093686e-08  |
4.8699999999999996e+01  |5.9634350749595333e-02  |5.9072196947074669e-02  |9.2772001516774861e-04  |3.6569068262617331e-04  |3.3555828384231399e-10  |3.4553447144898794e-07  |8.7364921940528212e-08  |
4.8799999999999997e+01  |5.9634348042271246e-02  |5.9072179085283852e-02  |9.2774319311241871e-04  |3.6569068320068592e-04  |4.3290357167302273e-10  |3.3149851475188000e-07  |9.6084725031952582e-08  |
4.8899999999999999e+01  |5.9634345467317953e-02  |5.9072153259968452e-02  |9.2777386587123475e-04  |3.6569068442302753e-04  |7.3292227523024189e-10  |3.1111220908366574e-07  |1.1162358708390714e-07  |
4.9000000000000000e+01  |5.9634343205004388e-02  |5.9072001729760598e-02  |9.2790451228725126e-04  |3.6569079969287789e-04  |2.5910800370331317e-08  |1.9444031099627007e-07  |2.4917927592573367e-07  |
4.9099999999999994e+01  |5.9634343012299529e-02  |5.8848048151451483e-02  |9.3739506182557259e-04  |4.7023413061257505e-04  |5.4026631406756075e-06  |2.4823639387544849e-08  |2.1488182471823865e-04  |
4.9199999999999996e+01  |5.9634342693601641e-02  |5.8608886639840735e-02  |9.6962417983940431e-04  |5.7401485269690784e-04  |4.7742499658629833e-06  |5.5174547565407357e-08  |4.2178386740782662e-04  |
4.9299999999999997e+01  |5.9634342123396848e-02  |5.8400970592264539e-02  |1.0200437145479987e-03  |6.5310289455215395e-04  |4.0958195320743999e-06  |8.8333751444665985e-08  |5.7924722107123041e-04  |
4.9399999999999999e+01  |5.9634341251297310e-02  |5.8229273817262860e-02  |1.0837619188523529e-03  |7.0755410755458915e-04  |3.1737084226957724e-06  |1.3517859848363897e-07  |6.8717894692072682e-04  |
4.9500000000000000e+01  |5.9634264398479006e-02  |5.8173102048295275e-02  |1.1175302130571763e-03  |7.2041952679008543e-04  |5.0350290807666542e-11  |3.6030478752721236e-05  |6.7368712153013455e-04  |
4.9599999999999994e+01  |5.9633719755923145e-02  |5.8173099713191394e-02  |1.1186218335026458e-03  |7.2041952680092745e-04  |5.0090339319947018e-11  |9.9048807749367316e-05  |6.0957950718224766e-04  |
4.9699999999999996e+01  |5.9632700201040431e-02  |5.8173097383547513e-02  |1.1206632729652945e-03  |7.2041952681176948e-04  |5.0036272488870879e-11  |1.5501666839501548e-04  |5.5157253673735211e-04  |
4.9799999999999997e+01  |5.9631259302122326e-02  |5.8173095055546645e-02  |1.1235473987999632e-03  |7.2041952682261150e-04  |5.0012270974788972e-11  |2.0462174687348403e-04  |4.9908566041925067e-04  |
4.9899999999999999e+01  |5.9629445403982378e-02  |5.8173092728391079e-02  |1.1271775222167922e-03  |7.2041952683345352e-04  |4.9998185711631721e-11  |2.4848603868074656e-04  |4.5159357233845237e-04  |
5.0000000000000000e+01  |5.9627302124846383e-02  |5.8173090401779953e-02  |1.1314664070822735e-03  |7.2041952684429554e-04  |4.9988496680411912e-11  |2.8717209713826432e-04  |4.0862095561746542e-04  |
5.0099999999999994e+01  |5.9624868806436152e-02  |5.8173088075630930e-02  |1.1363353701008495e-03  |7.2041952685513756e-04  |4.9981089767960420e-11  |3.2118869031778452e-04  |3.6973772562874429e-04  |
5.0199999999999996e+01  |5.9622180921603520e-02  |5.8173085749713693e-02  |1.1417134656491598e-03  |7.2041952686597958e-04  |4.9974989844219080e-11  |3.5099592063203100e-04  |3.3455472566378328e-04  |
5.0299999999999997e+01  |5.9619270443466779e-02  |5.8173083423965516e-02  |1.1475367475453485e-03  |7.2041952687682161e-04  |4.9969690670991082e-11  |3.7700985787565531e-04  |3.0271983215762895e-04  |
5.0399999999999999e+01  |5.9616166179631731e-02  |5.8173081098742169e-02  |1.1537476005996543e-03  |7.2041952688766363e-04  |4.9964907348777542e-11  |3.9960673184682451e-04  |2.7391443053197346e-04  |
5.0500000000000000e+01  |5.9612894074806098e-02  |5.8173078773518822e-02  |1.1602941354214463e-03  |7.2041952689850565e-04  |4.9960470100626594e-11  |4.1912672634364422e-04  |2.4785022639906972e-04  |
5.0599999999999994e+01  |5.9609477484727259e-02  |5.8173076448295474e-02  |1.1671296405525897e-03  |7.2041952690934767e-04  |4.9956273489851307e-11  |4.3587741237997353e-04  |2.2426636021661702e-04  |
5.0699999999999996e+01  |5.9605937424121756e-02  |5.8173074123723474e-02  |1.1742120865415101e-03  |7.2041952692018969e-04  |4.9952250064576025e-11  |4.5013685488358565e-04  |2.0292679651790757e-04  |
5.0799999999999997e+01  |5.9602292791153630e-02  |5.8173071799194016e-02  |1.1815036770705650e-03  |7.2041952693103171e-04  |4.9948355771943546e-11  |4.6215642389312901e-04  |1.8361796158896418e-04  |
5.0899999999999999e+01  |5.9598560570544905e-02  |5.8173069474664559e-02  |1.1889704427028656e-03  |7.2041952694187374e-04  |4.9944561459853297e-11  |4.7216333833062675e-04  |1.6614660594992789e-04  |
5.1000000000000000e+01  |5.9594756017402176e-02  |5.8173067150186449e-02  |1.1965818732282275e-03  |7.2041952695271576e-04  |4.9940847714034094e-11  |4.8036296776312465e-04  |1.5033787024809319e-04  |
5.1099999999999994e+01  |5.9590892823569379e-02  |5.8173064826350880e-02  |1.2043105849622625e-03  |7.2041952696355778e-04  |4.9937201611766855e-11  |4.8694091515641771e-04  |1.3603353520544859e-04  |
5.1199999999999996e+01  |5.9586983268153162e-02  |5.8173062502515312e-02  |1.2121320196945326e-03  |7.2041952697439980e-04  |4.9933614621957653e-11  |4.9206490144023253e-04  |1.2309043810568789e-04  |
5.1299999999999997e+01  |5.9583038353722036e-02  |5.8173060178679743e-02  |1.2200241722905079e-03  |7.2041952698524182e-04  |4.9930081214499207e-11  |4.9588647072808299e-04  |1.1137903997240015e-04  |
5.1399999999999999e+01  |5.9579067929536184e-02  |5.8173057854844175e-02  |1.2279673442344686e-03  |7.2041952699608384e-04  |4.9926597921380764e-11  |4.9854253324544556e-04  |1.0078212909829508e-04  |
5.1500000000000000e+01  |5.9575080803030783e-02  |5.8173055531626307e-02  |1.2359439206542358e-03  |7.2041952700692587e-04  |4.9923162692750667e-11  |5.0015676140009019e-04  |9.1193647949971542e-05  |
5.1599999999999994e+01  |5.9571084840682152e-02  |5.8173053208484628e-02  |1.2439381686017300e-03  |7.2041952701776789e-04  |4.9919774449725794e-11  |5.0084085296236492e-04  |8.2517631707474019e-05  |
5.1699999999999996e+01  |5.9567087059243823e-02  |5.8173050885342949e-02  |1.2519360545714742e-03  |7.2041952702860991e-04  |4.9916432770851030e-11  |5.0069567399548920e-04  |7.4667247815199509e-05  |
5.1799999999999997e+01  |5.9563093708283527e-02  |5.8173048562201270e-02  |1.2599250794313585e-03  |7.2041952703945193e-04  |4.9913137670803669e-11  |4.9981229297518923e-04  |6.7563926931653128e-05  |
5.1899999999999999e+01  |5.9559110344836755e-02  |5.8173046239365839e-02  |1.2678941291115237e-03  |7.2041952705029395e-04  |4.9909889443607533e-11  |4.9827291645008110e-04  |6.1136576580307308e-05  |
5.2000000000000000e+01  |5.9555141900933771e-02  |5.8173043916918049e-02  |1.2758333395534495e-03  |7.2041952706113598e-04  |4.9906688551480384e-11  |4.9615173561051642e-04  |5.5320869631489228e-05  |
5.2099999999999994e+01  |5.9551192744672923e-02  |5.8173041594470259e-02  |1.2837339745640881e-03  |7.2041952707197800e-04  |4.9903535546253580e-11  |4.9351569224271479e-04  |5.0058600494209202e-05  |
5.2199999999999996e+01  |5.9547266735452666e-02  |5.8173039272022470e-02  |1.2915883153475068e-03  |7.2041952708282002e-04  |4.9900431014213748e-11  |4.9042517173894637e-04  |4.5297102574461142e-05  |
5.2299999999999997e+01  |5.9543367273924903e-02  |5.8173036949574680e-02  |1.2993895606024037e-03  |7.2041952709366204e-04  |4.9897375537883312e-11  |4.8693463010519194e-04  |4.0988721169714124e-05  |
5.2399999999999999e+01  |5.9539497347164447e-02  |5.8173034627600685e-02  |1.3071317361813054e-03  |7.2041952710450406e-04  |4.9894369670087082e-11  |4.8309316124716740e-04  |3.7090336524155153e-05  |
5.2500000000000000e+01  |5.9535659569515183e-02  |5.8173032305846785e-02  |1.3148096133994490e-03  |7.2041952711534608e-04  |4.9891413916949131e-11  |4.7894501021842907e-04  |3.3562932271244593e-05  |
5.2599999999999994e+01  |5.9531856219521846e-02  |5.8173029984092885e-02  |1.3224186351710721e-03  |7.2041952712618811e-04  |4.9888508727374182e-11  |4.7453003757365569e-04  |3.0371204944404747e-05  |
5.2699999999999996e+01  |5.9528089273318381e-02  |5.8173027662338984e-02  |1.3299548492267323e-03  |7.2041952713703013e-04  |4.9885654487218700e-11  |4.6988413948061380e-04  |2.7483210647707638e-05  |
5.2799999999999997e+01  |5.9524360434821670e-02  |5.8173025340585084e-02  |1.3374148477370558e-03  |7.2041952714787215e-04  |4.9882851516842581e-11  |4.6503962780185840e-04  |2.4870045350298692e-05  |
5.2899999999999999e+01  |5.9520671163017187e-02  |5.8173023019190133e-02  |1.3447957127327742e-03  |7.2041952715871417e-04  |4.9880100071051486e-11  |4.6002557395647195e-04  |2.2505555604849589e-05  |
5.3000000000000000e+01  |5.9517022696630908e-02  |5.8173020698130122e-02  |1.3520949667677029e-03  |7.2041952716955619e-04  |4.9877400340722665e-11  |4.5486812000947836e-04  |2.0366076794800470e-05  |
5.3099999999999994e+01  |5.9513416076420016e-02  |5.8173018377070111e-02  |1.3593105283257875e-03  |7.2041952718039821e-04  |4.9874752455565723e-11  |4.4959076010890142e-04  |1.8430196290682328e-05  |
5.3199999999999996e+01  |5.9509852165330737e-02  |5.8173016056010100e-02  |1.3664406715187180e-03  |7.2041952719124024e-04  |4.9872156487641190e-11  |4.4421459509282426e-04  |1.6678539145106420e-05  |
5.3299999999999997e+01  |5.9506331666704416e-02  |5.8173013734950089e-02  |1.3734839896655305e-03  |7.2041952720208226e-04  |4.9869612455324128e-11  |4.3875856282110426e-04  |1.5093574181580970e-05  |
5.3399999999999999e+01  |5.9502855140733425e-02  |5.8173011413890079e-02  |1.3804393623835756e-03  |7.2041952721292428e-04  |4.9867120327512835e-11  |4.3323964654250164e-04  |1.3659438536425909e-05  |
5.3500000000000000e+01  |5.9499423019328521e-02  |5.8173009093382404e-02  |1.3873059258554955e-03  |7.2041952722376630e-04  |4.9864680027921549e-11  |4.2767306338870531e-04  |1.2361778897743055e-05  |
5.3599999999999994e+01  |5.9496035619546431e-02  |5.8173006773016282e-02  |1.3940830459692843e-03  |7.2041952723460832e-04  |4.9862291439341415e-11  |4.2207243488710913e-04  |1.1187607852499254e-05  |
5.3699999999999996e+01  |5.9492693155722316e-02  |5.8173004452650161e-02  |1.4007702940571774e-03  |7.2041952724545034e-04  |4.9859954407799301e-11  |4.1644994120463663e-04  |1.0125173903999173e-05  |
5.3799999999999997e+01  |5.9489395750424875e-02  |5.8173002132284039e-02  |1.4073674249846654e-03  |7.2041952725629237e-04  |4.9857668746552747e-11  |4.1081646067155130e-04  |9.1638438588398051e-06  |
5.3899999999999999e+01  |5.9486143444347800e-02  |5.8172999811917918e-02  |1.4138743573656946e-03  |7.2041952726713439e-04  |4.9855434239887144e-11  |4.0518169598714916e-04  |8.2939964062287290e-06  |
5.4000000000000000e+01  |5.9482936205242205e-02  |5.8172997491551796e-02  |1.4202911557002645e-03  |7.2041952727797641e-04  |4.9853250646696372e-11  |3.9955428837530225e-04  |7.5069258245758263e-06  |
5.4099999999999994e+01  |5.9479773935978066e-02  |5.8172995171383683e-02  |1.4266180142513275e-03  |7.2041952728881843e-04  |4.9851117703832053e-11  |3.9394192083773915e-04  |6.7947548516174230e-06  |
5.4199999999999996e+01  |5.9476656481818962e-02  |5.8172992851711451e-02  |1.4328552424939490e-03  |7.2041952729966045e-04  |4.9849035129218633e-11  |3.8835141154305809e-04  |6.1503558460504880e-06  |
5.4299999999999997e+01  |5.9473583636986960e-02  |5.8172990532039219e-02  |1.4390032519867896e-03  |7.2041952731050247e-04  |4.9847002624736891e-11  |3.8278879829115953e-04  |5.5672794516312540e-06  |
5.4399999999999999e+01  |5.9470555150582881e-02  |5.8172988212366987e-02  |1.4450625445297030e-03  |7.2041952732134450e-04  |4.9845019878881328e-11  |3.7725941490308152e-04  |5.0396900497861889e-06  |
5.4500000000000000e+01  |5.9467570731927259e-02  |5.8172985892694755e-02  |1.4510337014842474e-03  |7.2041952733218652e-04  |4.9843086569200599e-11  |3.7176796030537255e-04  |4.5623073547225747e-06  |
5.4599999999999994e+01  |5.9464630055374057e-02  |5.8172983573022523e-02  |1.4569173741457654e-03  |7.2041952734302854e-04  |4.9841202364529573e-11  |3.6631856100493557e-04  |4.1303535665018710e-06  |
5.4699999999999996e+01  |5.9461732764648195e-02  |5.8172981253350291e-02  |1.4627142750662098e-03  |7.2041952735387056e-04  |4.9839366927024791e-11  |3.6091482758401368e-04  |3.7395055531648255e-06  |
5.4799999999999997e+01  |5.9458878476754719e-02  |5.8172978933678059e-02  |1.4684251702368088e-03  |7.2041952736471258e-04  |4.9837579914017385e-11  |3.5555990578508461e-04  |3.3858515833321943e-06  |
5.4899999999999999e+01  |5.9456066785499938e-02  |5.8172976614401427e-02  |1.4740508720476209e-03  |7.2041952737555461e-04  |4.9835840979695109e-11  |3.5025652270103232e-04  |3.0658521762445730e-06  |
5.5000000000000000e+01  |5.9453297264659456e-02  |5.8172974295423084e-02  |1.4795922329500668e-03  |7.2041952738639663e-04  |4.9834149776622560e-11  |3.4500702853720351e-04  |2.7763046774151930e-06  |
5.5099999999999994e+01  |5.9450569470829530e-02  |5.8172971976444741e-02  |1.4850501397542183e-03  |7.2041952739723865e-04  |4.9832505957115625e-11  |3.3981343436722042e-04  |2.5143112053567221e-06  |
5.5199999999999996e+01  |5.9447882945990509e-02  |5.8172969657466399e-02  |1.4904255085003452e-03  |7.2041952740808067e-04  |4.9830909174479480e-11  |3.3467744626442783e-04  |2.2772496485823429e-06  |
5.5299999999999997e+01  |5.9445237219813221e-02  |5.8172967338488056e-02  |1.4957192798495313e-03  |7.2041952741892269e-04  |4.9829359084123146e-11  |3.2960049615449340e-04  |2.0627474226076208e-06  |
5.5399999999999999e+01  |5.9442631811728812e-02  |5.8172965019509713e-02  |1.5009324149427297e-03  |7.2041952742976471e-04  |4.9827855344558200e-11  |3.2458376970170036e-04  |1.8686577243058862e-06  |
5.5500000000000000e+01  |5.9440066232784985e-02  |5.8172962700531371e-02  |1.5060658916840693e-03  |7.2041952744060674e-04  |4.9826397618291450e-11  |3.1962823151184845e-04  |1.6930380459609881e-06  |
5.5599999999999994e+01  |5.9437539987317732e-02  |5.8172960381553028e-02  |1.5111207014066124e-03  |7.2041952745144876e-04  |4.9824985572628120e-11  |3.1473464790755112e-04  |1.5341307339795208e-06  |
5.5699999999999996e+01  |5.9435052574439935e-02  |5.8172958062574685e-02  |1.5160978458844496e-03  |7.2041952746229078e-04  |4.9823618880379865e-11  |3.0990360750751770e-04  |1.3903453976872415e-06  |
5.5799999999999997e+01  |5.9432603489383978e-02  |5.8172955743596343e-02  |1.5209983346569347e-03  |7.2041952747313280e-04  |4.9822297220502560e-11  |3.0513553981940266e-04  |1.2602429921503336e-06  |
5.5899999999999999e+01  |5.9430192224694582e-02  |5.8172953425118051e-02  |1.5258231826354965e-03  |7.2041952748397482e-04  |4.9821020278655955e-11  |3.0043073203556337e-04  |1.1425214157175491e-06  |
5.6000000000000000e+01  |5.9427818271300246e-02  |5.8172951106833598e-02  |1.5305734079649887e-03  |7.2041952749481684e-04  |4.9819787747702432e-11  |2.9578934420346046e-04  |1.0360024781378233e-06  |
5.6099999999999994e+01  |5.9425481119467223e-02  |5.8172948788549145e-02  |1.5352500301155727e-03  |7.2041952750565887e-04  |4.9818599328147229e-11  |2.9121142292559975e-04  |9.3962010882628907e-07  |
5.6199999999999996e+01  |5.9423180259649128e-02  |5.8172946470264691e-02  |1.5398540681821238e-03  |7.2041952751650089e-04  |4.9817454728525197e-11  |2.8669691372963429e-04  |8.5240968726273974e-07  |
5.6299999999999997e+01  |5.9420915183243508e-02  |5.8172944151980238e-02  |1.5443865393714197e-03  |7.2041952752734291e-04  |4.9816353665740687e-11  |2.8224567223555279e-04  |7.7349838873710995e-07  |
5.6399999999999999e+01  |5.9418685383263808e-02  |5.8172941833695785e-02  |1.5488484576583845e-03  |7.2041952753818493e-04  |4.9815295865365196e-11  |2.7785747423482974e-04  |7.0209644881952148e-07  |
5.6500000000000000e+01  |5.9416490354934459e-02  |5.8172939515411332e-02  |1.5532408325953874e-03  |7.2041952754902695e-04  |4.9814281061896675e-11  |2.7353202478553077e-04  |6.3748925912616888e-07  |
5.6599999999999994e+01  |5.9414329596219041e-02  |5.8172937197126878e-02  |1.5575646682589219e-03  |7.2041952755986897e-04  |4.9813308998986378e-11  |2.6926896641756812e-04  |5.7903021527287421e-07  |
5.6699999999999996e+01  |5.9412202608282484e-02  |5.8172934878842425e-02  |1.5618209623207671e-03  |7.2041952757071100e-04  |4.9812379429632302e-11  |2.6506788653295226e-04  |5.2613424543638085e-07  |
5.6799999999999997e+01  |5.9410108895900322e-02  |5.8172932560557972e-02  |1.5660107052310288e-03  |7.2041952758155302e-04  |4.9811492116348061e-11  |2.6092832407834424e-04  |4.7827195475441715e-07  |
5.6899999999999999e+01  |5.9408047967817575e-02  |5.8172930242273518e-02  |1.5701348795024157e-03  |7.2041952759239504e-04  |4.9810646831307964e-11  |2.5684977555936409e-04  |4.3496432696035917e-07  |
5.7000000000000000e+01  |5.9406019337060086e-02  |5.8172927923989065e-02  |1.5741944590848451e-03  |7.2041952760323706e-04  |4.9809843356469026e-11  |2.5283170045977218e-04  |3.9577793022412759e-07  |
5.7099999999999994e+01  |5.9404022521206488e-02  |5.8172925605704612e-02  |1.5781904088227317e-03  |7.2041952761407908e-04  |4.9809081483675587e-11  |2.4887352612248319e-04  |3.6032057921787140e-07  |
5.7199999999999996e+01  |5.9402057042622879e-02  |5.8172923287420159e-02  |1.5821236839853924e-03  |7.2041952762492110e-04  |4.9808361014747032e-11  |2.4497465214406555e-04  |3.2823740999089260e-07  |
5.7299999999999997e+01  |5.9400122428665346e-02  |5.8172920969135705e-02  |1.5859952298640113e-03  |7.2041952763576313e-04  |4.9807681761551844e-11  |2.4113445432942114e-04  |2.9920732836979811e-07  |
5.7399999999999999e+01  |5.9398218211849436e-02  |5.8172918650866504e-02  |1.5898059814283185e-03  |7.2041952764660515e-04  |4.9807043546066325e-11  |2.3735228824873036e-04  |2.7293979633819893e-07  |
5.7500000000000000e+01  |5.9396343929996979e-02  |5.8172916333275940e-02  |1.5935568630368795e-03  |7.2041952765744717e-04  |4.9806446200426467e-11  |2.3362749243503302e-04  |2.4917192423301627e-07  |
5.7599999999999994e+01  |5.9394499126355860e-02  |5.8172914015685376e-02  |1.5972487881953951e-03  |7.2041952766828919e-04  |4.9805889566964965e-11  |2.2995939125689354e-04  |2.2766583965495700e-07  |
5.7699999999999996e+01  |5.9392683349699993e-02  |5.8172911698094812e-02  |1.6008826593585336e-03  |7.2041952767913121e-04  |4.9805373498245862e-11  |2.2634729749741405e-04  |2.0820630676043564e-07  |
5.7799999999999997e+01  |5.9390896154407992e-02  |5.8172909380504248e-02  |1.6044593677702313e-03  |7.2041952768997324e-04  |4.9804897857087762e-11  |2.2279051466795046e-04  |1.9059857210789718e-07  |
5.7899999999999999e+01  |5.9389137100527206e-02  |5.8172907062913684e-02  |1.6079797933390874e-03  |7.2041952770081526e-04  |4.9804462516584169e-11  |2.1928833908202517e-04  |1.7466641549910970e-07  |
5.8000000000000000e+01  |5.9387405753817998e-02  |5.8172904745323120e-02  |1.6114448045445398e-03  |7.2041952771165728e-04  |4.9804067360115310e-11  |2.1584006171265283e-04  |1.6025038630748214e-07  |
5.8099999999999994e+01  |5.9385701685789584e-02  |5.8172902427732556e-02  |1.6148552583712221e-03  |7.2041952772249930e-04  |4.9803712281360647e-11  |2.1244496985395827e-04  |1.4720620764202131e-07  |
