Parameters: 
delta_t : 0.000001 
equillibrium_threshold : 0.000010 
max_cycles : 90000000.000000 
sample_frequency : 100000.000000 
Run Time : 4560.008368 

DATA START
t                       |A                       |B                       |P                       |Q                       |X                       |Y                       |Z                       |
2.2399999999999999e+01  |5.9647287113094104e-02  |5.9073047706315607e-02  |9.0099682633672771e-04  |3.6569067643508330e-04  |5.0522393271782354e-11  |2.6281488907335191e-05  |2.3840033651978165e-08  |
2.2500000000000000e+01  |5.9647078722490691e-02  |5.9073045318613335e-02  |9.0141599533739673e-04  |3.6569067644592532e-04  |5.0531471749659632e-11  |2.5864704091418593e-05  |2.3843672163978408e-08  |
2.2599999999999998e+01  |5.9646873637353319e-02  |5.9073042930246053e-02  |9.0182855383723456e-04  |3.6569067645676734e-04  |5.0540705540563429e-11  |2.5454530143434981e-05  |2.3847376155580308e-08  |
2.2699999999999999e+01  |5.9646671805230915e-02  |5.9073040541561032e-02  |9.0223460674789262e-04  |3.6569067646760936e-04  |5.0550097173085301e-11  |2.5050862158332498e-05  |2.3851146437954627e-08  |
2.2800000000000001e+01  |5.9646473174503806e-02  |5.9073038152499861e-02  |9.0263425731507900e-04  |3.6569067647845138e-04  |5.0559649221791494e-11  |2.4653596897098723e-05  |2.3854983859836236e-08  |
2.2899999999999999e+01  |5.9646277694373029e-02  |5.9073035762803372e-02  |9.0302760714500933e-04  |3.6569067648929341e-04  |5.0569364308075129e-11  |2.4262632760260129e-05  |2.3858889306048217e-08  |
2.3000000000000000e+01  |5.9646085314845776e-02  |5.9073033372762075e-02  |9.0341475623053973e-04  |3.6569067650013543e-04  |5.0579245101029712e-11  |2.3877869761801672e-05  |2.3862863696185716e-08  |
2.3099999999999998e+01  |5.9645895986723527e-02  |5.9073030982313125e-02  |9.0379580297683356e-04  |3.6569067651097745e-04  |5.0589294318326328e-11  |2.3499209503502393e-05  |2.3866907983472013e-08  |
2.3199999999999999e+01  |5.9645709661588879e-02  |5.9073028591207277e-02  |9.0417084422661248e-04  |3.6569067652181947e-04  |5.0599514727119794e-11  |2.3126555149684596e-05  |2.3871023153769170e-08  |
2.3300000000000001e+01  |5.9645526291793260e-02  |5.9073026199706183e-02  |9.0453997528500466e-04  |3.6569067653266149e-04  |5.0609909144981606e-11  |2.2759811402359307e-05  |2.3875210224714821e-08  |
2.3399999999999999e+01  |5.9645345830445111e-02  |5.9073023807786437e-02  |9.0490328994399880e-04  |3.6569067654350351e-04  |5.0620480440837100e-11  |2.2398884476773612e-05  |2.3879470244984996e-08  |
2.3500000000000000e+01  |5.9645168231396727e-02  |5.9073021415255819e-02  |9.0526088050653299e-04  |3.6569067655434554e-04  |5.0631231535931906e-11  |2.2043682077344077e-05  |2.3883804293675691e-08  |
2.3599999999999998e+01  |5.9644993449234060e-02  |5.9073019022201231e-02  |9.0561283781015857e-04  |3.6569067656518756e-04  |5.0642165404826291e-11  |2.1694113373979424e-05  |2.3888213479784730e-08  |
2.3699999999999999e+01  |5.9644821439263397e-02  |5.9073016628684395e-02  |9.0595925125034552e-04  |3.6569067657602958e-04  |5.0653285076400053e-11  |2.1350088978772667e-05  |2.3892698941781342e-08  |
2.3799999999999997e+01  |5.9644652157501213e-02  |5.9073014234684966e-02  |9.0630020880340628e-04  |3.6569067658687160e-04  |5.0664593634885281e-11  |2.1011520923071923e-05  |2.3897261847271181e-08  |
2.3899999999999999e+01  |5.9644485560662056e-02  |5.9073011840072680e-02  |9.0663579704916520e-04  |3.6569067659771362e-04  |5.0676094220920555e-11  |2.0678322634912463e-05  |2.3901903392737530e-08  |
2.4000000000000000e+01  |5.9644321606147521e-02  |5.9073009444877304e-02  |9.0696610119300335e-04  |3.6569067660855565e-04  |5.0687790032633043e-11  |2.0350408916812761e-05  |2.3906624803355015e-08  |
2.4099999999999998e+01  |5.9644160252035956e-02  |5.9073007049161241e-02  |9.0729120508781800e-04  |3.6569067661939767e-04  |5.0699684326741249e-11  |2.0027695923918383e-05  |2.3911427332866606e-08  |
2.4199999999999999e+01  |5.9644001457071404e-02  |5.9073004652906637e-02  |9.0761119125552033e-04  |3.6569067663023969e-04  |5.0711780419681333e-11  |1.9710101142500600e-05  |2.3916312263528001e-08  |
2.4299999999999997e+01  |5.9643845180652348e-02  |5.9073002256096345e-02  |9.0792614090818040e-04  |3.6569067664108171e-04  |5.0724081688761195e-11  |1.9397543368794631e-05  |2.3921280906105541e-08  |
2.4399999999999999e+01  |5.9643691382822113e-02  |5.9072999858708501e-02  |9.0823613396885704e-04  |3.6569067665192373e-04  |5.0736591573341062e-11  |1.9089942688173598e-05  |2.3926334599927985e-08  |
2.4500000000000000e+01  |5.9643540024258659e-02  |5.9072997460632187e-02  |9.0854124909211121e-04  |3.6569067666276575e-04  |5.0749313576039464e-11  |1.8787220454656996e-05  |2.3931474712986069e-08  |
2.4599999999999998e+01  |5.9643391066263728e-02  |5.9072995061967934e-02  |9.0884156368414870e-04  |3.6569067667360778e-04  |5.0762251263970628e-11  |1.8489299270745384e-05  |2.3936702642078994e-08  |
2.4699999999999999e+01  |5.9643244470753774e-02  |5.9072992662700524e-02  |9.0913715392269519e-04  |3.6569067668444980e-04  |5.0775408270004008e-11  |1.8196102967575248e-05  |2.3942019812999001e-08  |
2.4799999999999997e+01  |5.9643100200249696e-02  |5.9072990262815324e-02  |9.0942809477648299e-04  |3.6569067669529182e-04  |5.0788788294056929e-11  |1.7907556585391569e-05  |2.3947427680762537e-08  |
2.4899999999999999e+01  |5.9642958217867137e-02  |5.9072987862298233e-02  |9.0971446002453826e-04  |3.6569067670613384e-04  |5.0802395104416374e-11  |1.7623586354326974e-05  |2.3952927729872802e-08  |
2.5000000000000000e+01  |5.9642818487307472e-02  |5.9072985461135659e-02  |9.0999632227503516e-04  |3.6569067671697586e-04  |5.0816232539091565e-11  |1.7344119675496786e-05  |2.3958521474619658e-08  |
2.5099999999999998e+01  |5.9642680972848014e-02  |5.9072983059314493e-02  |9.1027375298394382e-04  |3.6569067672781788e-04  |5.0830304507197342e-11  |1.7069085102382917e-05  |2.3964210459411344e-08  |
2.5199999999999999e+01  |5.9642545639333411e-02  |5.9072980656822073e-02  |9.1054682247336744e-04  |3.6569067673865991e-04  |5.0844614990370814e-11  |1.6798412322524286e-05  |2.3969996259139640e-08  |
2.5299999999999997e+01  |5.9642412452166491e-02  |5.9072978253646172e-02  |9.1081559994940975e-04  |3.6569067674950193e-04  |5.0859168044220414e-11  |1.6532032139491965e-05  |2.3975880479573876e-08  |
2.5399999999999999e+01  |5.9642281377298684e-02  |5.9072975849774972e-02  |9.1108015352016434e-04  |3.6569067676034395e-04  |5.0873967799808764e-11  |1.6269876455157155e-05  |2.3981864757776919e-08  |
2.5500000000000000e+01  |5.9642152381222301e-02  |5.9072973445197047e-02  |9.1134055021300652e-04  |3.6569067677118597e-04  |5.0889018465171855e-11  |1.6011878252237269e-05  |2.3987950762564896e-08  |
2.5599999999999998e+01  |5.9642025430961552e-02  |5.9072971039901341e-02  |9.1159685599180465e-04  |3.6569067678202799e-04  |5.0904324326873152e-11  |1.5757971577120699e-05  |2.3994140194976524e-08  |
2.5699999999999999e+01  |5.9641900494063642e-02  |5.9072968633877149e-02  |9.1184913577382898e-04  |3.6569067679287001e-04  |5.0919889751594468e-11  |1.5508091522967459e-05  |2.4000434788774656e-08  |
2.5799999999999997e+01  |5.9641777538591234e-02  |5.9072966227114096e-02  |9.1209745344637448e-04  |3.6569067680371204e-04  |5.0935719187766165e-11  |1.5262174213075403e-05  |2.4006836310973795e-08  |
2.5899999999999999e+01  |5.9641656533113714e-02  |5.9072963819602135e-02  |9.1234187188316289e-04  |3.6569067681455406e-04  |5.0951817167235019e-11  |1.5020156784514269e-05  |2.4013346562388775e-08  |
2.6000000000000000e+01  |5.9641537446699242e-02  |5.9072961411331518e-02  |9.1258245296040746e-04  |3.6569067682539608e-04  |5.0968188306972968e-11  |1.4781977372018352e-05  |2.4019967378210659e-08  |
2.6099999999999998e+01  |5.9641420248907347e-02  |5.9072959002292785e-02  |9.1281925757274378e-04  |3.6569067683623810e-04  |5.0984837310827263e-11  |1.4547575092136208e-05  |2.4026700628601137e-08  |
2.6199999999999999e+01  |5.9641304909779917e-02  |5.9072956592446289e-02  |9.1305234564872126e-04  |3.6569067684708012e-04  |5.1001768971311533e-11  |1.4316890027632842e-05  |2.4033548219313294e-08  |
2.6299999999999997e+01  |5.9641191399835237e-02  |5.9072954181743097e-02  |9.1328177616624808e-04  |3.6569067685792214e-04  |5.1018988171443450e-11  |1.4089863212139272e-05  |2.4040512092334870e-08  |
2.6399999999999999e+01  |5.9641079690058718e-02  |5.9072951770236637e-02  |9.1350760716765267e-04  |3.6569067686876417e-04  |5.1036499886626213e-11  |1.3866436615047860e-05  |2.4047594226551076e-08  |
2.6500000000000000e+01  |5.9640969751896408e-02  |5.9072949357918722e-02  |9.1372989577457643e-04  |3.6569067687960619e-04  |5.1054309186573638e-11  |1.3646553126646544e-05  |2.4054796638434045e-08  |
2.6599999999999998e+01  |5.9640861557247876e-02  |5.9072946944781393e-02  |9.1394869820260016e-04  |3.6569067689044821e-04  |5.1072421237285987e-11  |1.3430156543490727e-05  |2.4062121382751034e-08  |
2.6699999999999999e+01  |5.9640755078457855e-02  |5.9072944530752826e-02  |9.1416406977563142e-04  |3.6569067690129023e-04  |5.1090841303071463e-11  |1.3217191554007510e-05  |2.4069570553296243e-08  |
2.6799999999999997e+01  |5.9640650288311080e-02  |5.9072942115805521e-02  |9.1437606494008809e-04  |3.6569067691213225e-04  |5.1109574748623675e-11  |1.3007603724328247e-05  |2.4077146283645653e-08  |
2.6899999999999999e+01  |5.9640547160023413e-02  |5.9072939700009035e-02  |9.1458473727883149e-04  |3.6569067692297428e-04  |5.1128627041146992e-11  |1.2801339484347850e-05  |2.4084850747934158e-08  |
2.7000000000000000e+01  |5.9640445667235795e-02  |5.9072937283351480e-02  |9.1479013952487512e-04  |3.6569067693381630e-04  |5.1148003752532735e-11  |1.2598346114004726e-05  |2.4092686161655638e-08  |
2.7099999999999998e+01  |5.9640345784007717e-02  |5.9072934865660245e-02  |9.1499232357502788e-04  |3.6569067694465832e-04  |5.1167710561591477e-11  |1.2398571729780191e-05  |2.4100654782486950e-08  |
2.7199999999999999e+01  |5.9640247484809998e-02  |5.9072932447092996e-02  |9.1519134050294234e-04  |3.6569067695550034e-04  |5.1187753256353432e-11  |1.2201965271411549e-05  |2.4108758911131127e-08  |
2.7299999999999997e+01  |5.9640150744518977e-02  |5.9072930027591578e-02  |9.1538724057236252e-04  |3.6569067696634236e-04  |5.1208137736406517e-11  |1.2008476488816095e-05  |2.4117000892191923e-08  |
2.7399999999999999e+01  |5.9640055538409405e-02  |5.9072927607052954e-02  |9.1558007324997188e-04  |3.6569067697718438e-04  |5.1228870015307728e-11  |1.1818055929225370e-05  |2.4125383115064478e-08  |
2.7500000000000000e+01  |5.9639961842148551e-02  |5.9072925185613988e-02  |9.1576988721803502e-04  |3.6569067698802641e-04  |5.1249956223060527e-11  |1.1630654924521320e-05  |2.4133908014857401e-08  |
2.7599999999999998e+01  |5.9639869631789445e-02  |5.9072922763073986e-02  |9.1595673038686730e-04  |3.6569067699886843e-04  |5.1271402608635872e-11  |1.1446225578774981e-05  |2.4142578073335472e-08  |
2.7699999999999999e+01  |5.9639778883765489e-02  |5.9072920339594021e-02  |9.1614064990710195e-04  |3.6569067700971045e-04  |5.1293215542587888e-11  |1.1264720755985215e-05  |2.4151395819889134e-08  |
2.7799999999999997e+01  |5.9639689574883858e-02  |5.9072917915004804e-02  |9.1632169218179495e-04  |3.6569067702055247e-04  |5.1315401519705531e-11  |1.1086094068008539e-05  |2.4160363832530955e-08  |
2.7899999999999999e+01  |5.9639601682319771e-02  |5.9072915489435669e-02  |9.1649990287826064e-04  |3.6569067703139449e-04  |5.1337967161763915e-11  |1.0910299862683948e-05  |2.4169484738918583e-08  |
2.8000000000000000e+01  |5.9639515183610783e-02  |5.9072913062704048e-02  |9.1667532693978280e-04  |3.6569067704223651e-04  |5.1360919220319451e-11  |1.0737293212145333e-05  |2.4178761217403851e-08  |
2.8099999999999998e+01  |5.9639430056650435e-02  |5.9072910634957898e-02  |9.1684800859711765e-04  |3.6569067705307854e-04  |5.1384264579606929e-11  |1.0567029901320475e-05  |2.4188195998112616e-08  |
2.8199999999999999e+01  |5.9639346279683550e-02  |5.9072908206039318e-02  |9.1701799137986178e-04  |3.6569067706392056e-04  |5.1408010259484931e-11  |1.0399466416611718e-05  |2.4197791864050106e-08  |
2.8299999999999997e+01  |5.9639263831299909e-02  |5.9072905776008239e-02  |9.1718531812750258e-04  |3.6569067707476258e-04  |5.1432163418485863e-11  |1.0234559934757444e-05  |2.4207551652238362e-08  |
2.8399999999999999e+01  |5.9639182690428900e-02  |5.9072903344872467e-02  |9.1735003100047762e-04  |3.6569067708560460e-04  |5.1456731356928521e-11  |1.0072268311871454e-05  |2.4217478254882389e-08  |
2.8500000000000000e+01  |5.9639102836334203e-02  |5.9072900912491670e-02  |9.1751217149090318e-04  |3.6569067709644662e-04  |5.1481721520119418e-11  |9.9125500726532707e-06  |2.4227574620568472e-08  |
2.8599999999999998e+01  |5.9639024248609181e-02  |5.9072898478942391e-02  |9.1767178043324473e-04  |3.6569067710728864e-04  |5.1507141501651924e-11  |9.7553643997743973e-06  |2.4237843755494564e-08  |
2.8699999999999999e+01  |5.9638946907169893e-02  |5.9072896044206853e-02  |9.1782889801472376e-04  |3.6569067711813067e-04  |5.1532999046776096e-11  |9.6006711234305458e-06  |2.4248288724732516e-08  |
2.8799999999999997e+01  |5.9638870792251976e-02  |5.9072893608254573e-02  |9.1798356378566327e-04  |3.6569067712897269e-04  |5.1559302055873496e-11  |9.4484307110597931e-06  |2.4258912653524919e-08  |
2.8899999999999999e+01  |5.9638795884404079e-02  |5.9072891170996220e-02  |9.1813581666954291e-04  |3.6569067713981471e-04  |5.1586058588020550e-11  |9.2986042572255563e-06  |2.4269718728617765e-08  |
2.9000000000000000e+01  |5.9638722164483682e-02  |5.9072888732470213e-02  |9.1828569497299237e-04  |3.6569067715065673e-04  |5.1613276864659715e-11  |9.1511534736592566e-06  |2.4280710199626761e-08  |
2.9099999999999998e+01  |5.9638649613652249e-02  |5.9072886292656016e-02  |9.1843323639562342e-04  |3.6569067716149875e-04  |5.1640965273359421e-11  |9.0060406794619401e-06  |2.4291890380442285e-08  |
2.9199999999999999e+01  |5.9638578213369604e-02  |5.9072883851526807e-02  |9.1857847803965265e-04  |3.6569067717234077e-04  |5.1669132371686168e-11  |8.8632287914603794e-06  |2.4303262650672155e-08  |
2.9299999999999997e+01  |5.9638507945390239e-02  |5.9072881409056699e-02  |9.1872145641939821e-04  |3.6569067718318280e-04  |5.1697786891184224e-11  |8.7226813147181867e-06  |2.4314830457124896e-08  |
2.9399999999999999e+01  |5.9638438791757488e-02  |5.9072878965220670e-02  |9.1886220747062976e-04  |3.6569067719402482e-04  |5.1726937741465360e-11  |8.5843623331969673e-06  |2.4326597315325141e-08  |
2.9500000000000000e+01  |5.9638370734800356e-02  |5.9072876519994537e-02  |9.1900076655971035e-04  |3.6569067720486684e-04  |5.1756594014416617e-11  |8.4482365005647487e-06  |2.4338566811088725e-08  |
2.9599999999999998e+01  |5.9638303757127677e-02  |5.9072874073354917e-02  |9.1913716849285627e-04  |3.6569067721570886e-04  |5.1786764988525063e-11  |8.3142690311511219e-06  |2.4350742602121726e-08  |
2.9699999999999999e+01  |5.9638237841624593e-02  |5.9072871625279175e-02  |9.1927144752474408e-04  |3.6569067722655088e-04  |5.1817460133327190e-11  |8.1824256910476760e-06  |2.4363128419674761e-08  |
2.9799999999999997e+01  |5.9638172971447162e-02  |5.9072869175745391e-02  |9.1940363736747114e-04  |3.6569067723739291e-04  |5.1848689113985572e-11  |8.0526727893477522e-06  |2.4375728070239968e-08  |
2.9899999999999999e+01  |5.9638109130019171e-02  |5.9072866724732338e-02  |9.1953377119913021e-04  |3.6569067724823493e-04  |5.1880461795998269e-11  |7.9249771695255077e-06  |2.4388545437295143e-08  |
3.0000000000000000e+01  |5.9638046301027543e-02  |5.9072864272190738e-02  |9.1966188167232131e-04  |3.6569067725907695e-04  |5.1912788250043360e-11  |7.7993062009527287e-06  |2.4401584483097137e-08  |
3.0099999999999998e+01  |5.9637984468417386e-02  |5.9072861818084729e-02  |9.1978800092250084e-04  |3.6569067726991897e-04  |5.1945678756965617e-11  |7.6756277705511021e-06  |2.4414849250526781e-08  |
3.0199999999999999e+01  |5.9637923616389296e-02  |5.9072859362430098e-02  |9.1991216057618922e-04  |3.6569067728076099e-04  |5.1979143812912736e-11  |7.5539102745740626e-06  |2.4428343864984330e-08  |
3.0299999999999997e+01  |5.9637863729393607e-02  |5.9072856905208332e-02  |9.2003439175908992e-04  |3.6569067729160301e-04  |5.2013194134614202e-11  |7.4341226105226602e-06  |2.4442072536340138e-08  |
3.0399999999999999e+01  |5.9637804792128324e-02  |5.9072854446317047e-02  |9.2015472510401802e-04  |3.6569067730244504e-04  |5.2047840664821897e-11  |7.3162341691876941e-06  |2.4456039560938520e-08  |
3.0500000000000000e+01  |5.9637746789533555e-02  |5.9072851985793762e-02  |9.2027319075878278e-04  |3.6569067731328706e-04  |5.2083094577918807e-11  |7.2002148268192870e-06  |2.4470249323660871e-08  |
3.0599999999999998e+01  |5.9637689706788628e-02  |5.9072849523605107e-02  |9.2038981839387662e-04  |3.6569067732412908e-04  |5.2118967285683234e-11  |7.0860349374196316e-06  |2.4484706300050185e-08  |
3.0699999999999999e+01  |5.9637633529307787e-02  |5.9072847059675589e-02  |9.2050463721007577e-04  |3.6569067733497110e-04  |5.2155470443232575e-11  |6.9736653251593584e-06  |2.4499415058492939e-08  |
3.0799999999999997e+01  |5.9637578242736813e-02  |5.9072844594037825e-02  |9.2061767594592151e-04  |3.6569067734581312e-04  |5.2192615955153861e-11  |6.8630772769133350e-06  |2.4514380262467835e-08  |
3.0899999999999999e+01  |5.9637523832949249e-02  |5.9072842126604304e-02  |9.2072896288507180e-04  |3.6569067735665514e-04  |5.2230415981804777e-11  |6.7542425349157544e-06  |2.4529606672857439e-08  |
3.1000000000000000e+01  |5.9637470286042757e-02  |5.9072839657375607e-02  |9.2083852586350280e-04  |3.6569067736749717e-04  |5.2268882945825640e-11  |6.6471332895309984e-06  |2.4545099150332599e-08  |
3.1099999999999998e+01  |5.9637417588335205e-02  |5.9072837186344367e-02  |9.2094639227669904e-04  |3.6569067737833919e-04  |5.2308029538839020e-11  |6.5417221721401051e-06  |2.4560862657799887e-08  |
3.1199999999999999e+01  |5.9637365726362142e-02  |5.9072834713394112e-02  |9.2105258908661781e-04  |3.6569067738918121e-04  |5.2347868728357263e-11  |6.4379822481398223e-06  |2.4576902262929546e-08  |
3.1299999999999997e+01  |5.9637314686872271e-02  |5.9072832238563334e-02  |9.2115714282858200e-04  |3.6569067740002323e-04  |5.2388413764919485e-11  |6.3358870100521856e-06  |2.4593223140753634e-08  |
3.1399999999999999e+01  |5.9637264456824692e-02  |5.9072829761811024e-02  |9.2126007961815899e-04  |3.6569067741086525e-04  |5.2429678189431458e-11  |6.2354103707444452e-06  |2.4609830576345942e-08  |
3.1500000000000000e+01  |5.9637215023385377e-02  |5.9072827283095465e-02  |9.2136142515771707e-04  |3.6569067742170727e-04  |5.2471675840750089e-11  |6.1365266567557852e-06  |2.4626729967579307e-08  |
3.1599999999999998e+01  |5.9637166373923904e-02  |5.9072824802376411e-02  |9.2146120474307421e-04  |3.6569067743254930e-04  |5.2514420863504110e-11  |6.0392106017309940e-06  |2.4643926827970780e-08  |
3.1699999999999999e+01  |5.9637118496010277e-02  |5.9072822319615012e-02  |9.2155944326997429e-04  |3.6569067744339132e-04  |5.2557927716164867e-11  |5.9434373399565854e-06  |2.4661426789606742e-08  |
3.1799999999999997e+01  |5.9637071377411373e-02  |5.9072819834773721e-02  |9.2165616524044174e-04  |3.6569067745423334e-04  |5.2602211179374408e-11  |5.8491824000014081e-06  |2.4679235606169038e-08  |
3.1899999999999999e+01  |5.9637025006088799e-02  |5.9072817347816248e-02  |9.2175139476906927e-04  |3.6569067746507536e-04  |5.2647286364543728e-11  |5.7564216984567822e-06  |2.4697359156043832e-08  |
3.2000000000000000e+01  |5.9636979370194611e-02  |5.9072814858707495e-02  |9.2184515558918912e-04  |3.6569067747591738e-04  |5.2693168722727755e-11  |5.6651315337764176e-06  |2.4715803445532807e-08  |
3.2100000000000001e+01  |5.9636934458068940e-02  |5.9072812367413491e-02  |9.2193747105889573e-04  |3.6569067748675940e-04  |5.2739874053790801e-11  |5.5752885802146766e-06  |2.4734574612162714e-08  |
3.2199999999999996e+01  |5.9636890258237089e-02  |5.9072809873901344e-02  |9.2202836416711441e-04  |3.6569067749760143e-04  |5.2787418515873323e-11  |5.4868698818594058e-06  |2.4753678928097955e-08  |
3.2299999999999997e+01  |5.9636846759406031e-02  |5.9072807378139178e-02  |9.2211785753943418e-04  |3.6569067750844345e-04  |5.2835818635169178e-11  |5.3998528467612141e-06  |2.4773122803666295e-08  |
3.2399999999999999e+01  |5.9636803950462523e-02  |5.9072804880032893e-02  |9.2220597344389987e-04  |3.6569067751928547e-04  |5.2885091316026079e-11  |5.3142152411548677e-06  |2.4792912790989595e-08  |
3.2500000000000000e+01  |5.9636761820468953e-02  |5.9072802379596098e-02  |9.2229273379671459e-04  |3.6569067753012749e-04  |5.2935253851394755e-11  |5.2299351837717867e-06  |2.4813055587736210e-08  |
3.2600000000000001e+01  |5.9636720358661618e-02  |5.9072799876769840e-02  |9.2237816016788716e-04  |3.6569067754096951e-04  |5.2986323933610368e-11  |5.1469911402447439e-06  |2.4833558040988739e-08  |
3.2699999999999996e+01  |5.9636679554447722e-02  |5.9072797371501708e-02  |9.2246227378670097e-04  |3.6569067755181154e-04  |5.3038319665553544e-11  |5.0653619175984242e-06  |2.4854427151244065e-08  |
3.2799999999999997e+01  |5.9636639397402116e-02  |5.9072794863753643e-02  |9.2254509554717606e-04  |3.6569067756265356e-04  |5.3091259572185281e-11  |4.9850266588301834e-06  |2.4875670076536310e-08  |
3.2899999999999999e+01  |5.9636599877265099e-02  |5.9072792353504142e-02  |9.2262664601342110e-04  |3.6569067757349558e-04  |5.3145162612478315e-11  |4.9059648375744827e-06  |2.4897294136698428e-08  |
3.3000000000000000e+01  |5.9636560983940351e-02  |5.9072789840649363e-02  |9.2270694542490159e-04  |3.6569067758433760e-04  |5.3200048191752470e-11  |4.8281562528532670e-06  |2.4919306817764311e-08  |
3.3100000000000001e+01  |5.9636522707491056e-02  |5.9072787325187025e-02  |9.2278601370162651e-04  |3.6569067759517962e-04  |5.3255936174453876e-11  |4.7515810239090873e-06  |2.4941715776516579e-08  |
3.3199999999999996e+01  |5.9636485038138301e-02  |5.9072784807065230e-02  |9.2286387044923234e-04  |3.6569067760602164e-04  |5.3312846897360376e-11  |4.6762195851200877e-06  |2.4964528845185020e-08  |
3.3299999999999997e+01  |5.9636447966258541e-02  |5.9072782286230308e-02  |9.2294053496402698e-04  |3.6569067761686367e-04  |5.3370801183262862e-11  |4.6020526809949815e-06  |2.4987754036302846e-08  |
3.3399999999999999e+01  |5.9636411482380407e-02  |5.9072779762630430e-02  |9.2301602623790847e-04  |3.6569067762770569e-04  |5.3429820355125409e-11  |4.5290613612487502e-06  |2.5011399547727214e-08  |
3.3500000000000000e+01  |5.9636375577183480e-02  |5.9072777236215533e-02  |9.2309036296325060e-04  |3.6569067763854771e-04  |5.3489926250750197e-11  |4.4572269759551165e-06  |2.5035473767830798e-08  |
3.3600000000000001e+01  |5.9636340241494633e-02  |5.9072774706937226e-02  |9.2316356353769140e-04  |3.6569067764938973e-04  |5.3551141237965753e-11  |4.3865311707761808e-06  |2.5059985280871171e-08  |
3.3699999999999996e+01  |5.9636305466286475e-02  |5.9072772174748697e-02  |9.2323564606884296e-04  |3.6569067766023175e-04  |5.3613488230363080e-11  |4.3169558822674110e-06  |2.5084942872541117e-08  |
3.3799999999999997e+01  |5.9636271242675155e-02  |5.9072769639566557e-02  |9.2330662837891589e-04  |3.6569067767107377e-04  |5.3676990703598675e-11  |4.2484833332574841e-06  |2.5110355535715542e-08  |
3.3899999999999999e+01  |5.9636237561917362e-02  |5.9072767101360474e-02  |9.2337652800935320e-04  |3.6569067768191580e-04  |5.3741672712300085e-11  |4.1810960283009195e-06  |2.5136232476398023e-08  |
3.4000000000000000e+01  |5.9636204415408539e-02  |5.9072764560081946e-02  |9.2344536222523034e-04  |3.6569067769275782e-04  |5.3807558907583698e-11  |4.1147767492022463e-06  |2.5162583119871167e-08  |
3.4100000000000001e+01  |5.9636171794680989e-02  |5.9072762015644813e-02  |9.2351314801975188e-04  |3.6569067770359984e-04  |5.3874674555220049e-11  |4.0495085506123301e-06  |2.5189417117069524e-08  |
3.4199999999999996e+01  |5.9636139691401399e-02  |5.9072759468012173e-02  |9.2357990211857949e-04  |3.6569067771444186e-04  |5.3943045554486142e-11  |3.9852747556922730e-06  |2.5216744351176235e-08  |
3.4299999999999997e+01  |5.9636108097368259e-02  |5.9072756917129959e-02  |9.2364564098413367e-04  |3.6569067772528388e-04  |5.4012698457708646e-11  |3.9220589518485576e-06  |2.5244574944454963e-08  |
3.4399999999999999e+01  |5.9636077004510638e-02  |5.9072754362917389e-02  |9.2371038081982587e-04  |3.6569067773612590e-04  |5.4083660490552278e-11  |3.8598449865327729e-06  |2.5272919265328662e-08  |
3.4500000000000000e+01  |5.9636046404885387e-02  |5.9072751805313427e-02  |9.2377413757418049e-04  |3.6569067774696793e-04  |5.4155959573079547e-11  |3.7986169631102652e-06  |2.5301787935713113e-08  |
3.4600000000000001e+01  |5.9636016290675525e-02  |5.9072749244265851e-02  |9.2383692694496342e-04  |3.6569067775780995e-04  |5.4229624341611601e-11  |3.7383592367930316e-06  |2.5331191838620704e-08  |
3.4699999999999996e+01  |5.9635986654188351e-02  |5.9072746679709916e-02  |9.2389876438320477e-04  |3.6569067776865197e-04  |5.4304684171431623e-11  |3.6790564106359495e-06  |2.5361142126038986e-08  |
3.4799999999999997e+01  |5.9635957487852852e-02  |5.9072744111557079e-02  |9.2395966509714752e-04  |3.6569067777949399e-04  |5.4381169200365730e-11  |3.6206933315978489e-06  |2.5391650227103222e-08  |
3.4899999999999999e+01  |5.9635928784218264e-02  |5.9072741539759388e-02  |9.2401964405617221e-04  |3.6569067779033601e-04  |5.4459110353291459e-11  |3.5632550866641884e-06  |2.5422727856571955e-08  |
3.5000000000000000e+01  |5.9635900535952475e-02  |5.9072738964260393e-02  |9.2407871599463343e-04  |3.6569067780117803e-04  |5.4538539367600715e-11  |3.5067269990306982e-06  |2.5454387023619135e-08  |
3.5100000000000001e+01  |5.9635872735839278e-02  |5.9072736384950551e-02  |9.2413689541565004e-04  |3.6569067781202006e-04  |5.4619488819668937e-11  |3.4510946243477242e-06  |2.5486640040959128e-08  |
3.5199999999999996e+01  |5.9635845376777206e-02  |5.9072733801801572e-02  |9.2419419659482628e-04  |3.6569067782286208e-04  |5.4701992152395732e-11  |3.3963437470229990e-06  |2.5519499534317236e-08  |
3.5299999999999997e+01  |5.9635818451777241e-02  |5.9072731214695959e-02  |9.2425063358392962e-04  |3.6569067783370410e-04  |5.4786083703822890e-11  |3.3424603765841169e-06  |2.5552978452260335e-08  |
3.5399999999999999e+01  |5.9635791953962000e-02  |5.9072728623582593e-02  |9.2430622021450143e-04  |3.6569067784454612e-04  |5.4871798736940395e-11  |3.2894307440968543e-06  |2.5587090076408336e-08  |
3.5500000000000000e+01  |5.9635765876562441e-02  |5.9072726028382781e-02  |9.2436097010140171e-04  |3.6569067785538814e-04  |5.4959173470680539e-11  |3.2372412986410534e-06  |2.5621848032040709e-08  |
