Parameters: 
delta_t : 0.000000 
equillibrium_threshold : 0.000010 
max_cycles : 1000000.000000 
log_frequency : 100000.000000 
sample_frequency : 10.000000 
urea_min : 0.000000 
urea_max : 8.000000 
urea_steps : 4.000000 
Run Time : 4.391279 

DATA START
t                       |D                       |I                       |N                       |
5.7789999999999994e-03  |3.5952715960961962e-05  |1.5142114974168098e+01  |9.8485784907311051e+02  |
5.7799999999999995e-03  |3.5926480863798292e-05  |1.5131065625316062e+01  |9.8486889844819768e+02  |
5.7809999999999997e-03  |3.5900264911939687e-05  |1.5120024339828651e+01  |9.8487993975990116e+02  |
5.7819999999999998e-03  |3.5874068091414684e-05  |1.5108991111821563e+01  |9.8489097301410516e+02  |
5.7829999999999999e-03  |3.5847890388262019e-05  |1.5097965935414766e+01  |9.8490199821668978e+02  |
5.7840000000000001e-03  |3.5821731788530619e-05  |1.5086948804732538e+01  |9.8491301537353058e+02  |
5.7849999999999993e-03  |3.5795592278279574e-05  |1.5075939713903431e+01  |9.8492402449049928e+02  |
5.7859999999999995e-03  |3.5769471843578148e-05  |1.5064938657060292e+01  |9.8493502557346289e+02  |
5.7869999999999996e-03  |3.5743370470505808e-05  |1.5053945628340243e+01  |9.8494601862828426e+02  |
5.7879999999999997e-03  |3.5717288145152131e-05  |1.5042960621884685e+01  |9.8495700366082224e+02  |
5.7889999999999999e-03  |3.5691224853616887e-05  |1.5031983631839301e+01  |9.8496798067693078e+02  |
5.7900000000000000e-03  |3.5665180582009969e-05  |1.5021014652354037e+01  |9.8497894968246044e+02  |
5.7910000000000001e-03  |3.5639155316451393e-05  |1.5010053677583118e+01  |9.8498991068325688e+02  |
5.7919999999999994e-03  |3.5613149043071328e-05  |1.4999100701685023e+01  |9.8500086368516133e+02  |
5.7929999999999995e-03  |3.5587161748010056e-05  |1.4988155718822505e+01  |9.8501180869401105e+02  |
5.7939999999999997e-03  |3.5561193417417967e-05  |1.4977218723162570e+01  |9.8502274571563930e+02  |
5.7949999999999998e-03  |3.5535244037455565e-05  |1.4966289708876488e+01  |9.8503367475587481e+02  |
5.7959999999999999e-03  |3.5509313594293472e-05  |1.4955368670139771e+01  |9.8504459582054187e+02  |
5.7970000000000001e-03  |3.5483402074112359e-05  |1.4944455601132193e+01  |9.8505550891546090e+02  |
5.7979999999999993e-03  |3.5457509463103021e-05  |1.4933550496037766e+01  |9.8506641404644790e+02  |
5.7989999999999995e-03  |3.5431635747466308e-05  |1.4922653349044753e+01  |9.8507731121931454e+02  |
5.7999999999999996e-03  |3.5405780913413142e-05  |1.4911764154345654e+01  |9.8508820043986850e+02  |
5.8009999999999997e-03  |3.5379944947164510e-05  |1.4900882906137209e+01  |9.8509908171391294e+02  |
5.8019999999999999e-03  |3.5354127834951467e-05  |1.4890009598620395e+01  |9.8510995504724679e+02  |
5.8030000000000000e-03  |3.5328329563015107e-05  |1.4879144226000419e+01  |9.8512082044566500e+02  |
5.8040000000000001e-03  |3.5302550117606567e-05  |1.4868286782486715e+01  |9.8513167791495812e+02  |
5.8049999999999994e-03  |3.5276789484987000e-05  |1.4857437262292944e+01  |9.8514252746091267e+02  |
5.8059999999999995e-03  |3.5251047651427602e-05  |1.4846595659636991e+01  |9.8515336908931033e+02  |
5.8069999999999997e-03  |3.5225324603209596e-05  |1.4835761968740957e+01  |9.8516420280592934e+02  |
5.8079999999999998e-03  |3.5199620326624194e-05  |1.4824936183831163e+01  |9.8517502861654350e+02  |
5.8089999999999999e-03  |3.5173934807972624e-05  |1.4814118299138144e+01  |9.8518584652692209e+02  |
5.8100000000000001e-03  |3.5148268033566123e-05  |1.4803308308896645e+01  |9.8519665654283040e+02  |
5.8109999999999993e-03  |3.5122619989725900e-05  |1.4792506207345617e+01  |9.8520745867002961e+02  |
5.8119999999999995e-03  |3.5096990662783127e-05  |1.4781711988728212e+01  |9.8521825291427626e+02  |
5.8129999999999996e-03  |3.5071380039079006e-05  |1.4770925647291786e+01  |9.8522903928132325e+02  |
5.8139999999999997e-03  |3.5045788104964658e-05  |1.4760147177287896e+01  |9.8523981777691915e+02  |
5.8149999999999999e-03  |3.5020214846801184e-05  |1.4749376572972292e+01  |9.8525058840680799e+02  |
5.8160000000000000e-03  |3.4994660250959650e-05  |1.4738613828604910e+01  |9.8526135117672982e+02  |
5.8170000000000001e-03  |3.4969124303821017e-05  |1.4727858938449881e+01  |9.8527210609242081e+02  |
5.8179999999999994e-03  |3.4943606991776267e-05  |1.4717111896775522e+01  |9.8528285315961250e+02  |
5.8189999999999995e-03  |3.4918108301226243e-05  |1.4706372697854336e+01  |9.8529359238403242e+02  |
5.8199999999999997e-03  |3.4892628218581733e-05  |1.4695641335962996e+01  |9.8530432377140392e+02  |
5.8209999999999998e-03  |3.4867166730263449e-05  |1.4684917805382359e+01  |9.8531504732744600e+02  |
5.8219999999999999e-03  |3.4841723822702033e-05  |1.4674202100397451e+01  |9.8532576305787381e+02  |
5.8230000000000001e-03  |3.4816299482337990e-05  |1.4663494215297474e+01  |9.8533647096839809e+02  |
5.8239999999999993e-03  |3.4790893695621722e-05  |1.4652794144375791e+01  |9.8534717106472556e+02  |
5.8249999999999994e-03  |3.4765506449013542e-05  |1.4642101881929937e+01  |9.8535786335255864e+02  |
5.8259999999999996e-03  |3.4740137728983643e-05  |1.4631417422261604e+01  |9.8536854783759577e+02  |
5.8269999999999997e-03  |3.4714787522012087e-05  |1.4620740759676641e+01  |9.8537922452553107e+02  |
5.8279999999999998e-03  |3.4689455814588784e-05  |1.4610071888485054e+01  |9.8538989342205434e+02  |
5.8290000000000000e-03  |3.4664142593213508e-05  |1.4599410803001001e+01  |9.8540055453285163e+02  |
5.8300000000000001e-03  |3.4638847844395910e-05  |1.4588757497542796e+01  |9.8541120786360443e+02  |
5.8309999999999994e-03  |3.4613571554655460e-05  |1.4578111966432887e+01  |9.8542185341999050e+02  |
5.8319999999999995e-03  |3.4588313710521490e-05  |1.4567474203997877e+01  |9.8543249120768326e+02  |
5.8329999999999996e-03  |3.4563074298533140e-05  |1.4556844204568499e+01  |9.8544312123235215e+02  |
5.8339999999999998e-03  |3.4537853305239380e-05  |1.4546221962479626e+01  |9.8545374349966210e+02  |
5.8349999999999999e-03  |3.4512650717199001e-05  |1.4535607472070268e+01  |9.8546435801527400e+02  |
5.8360000000000000e-03  |3.4487466520980582e-05  |1.4525000727683569e+01  |9.8547496478484481e+02  |
5.8369999999999993e-03  |3.4462300703162548e-05  |1.4514401723666792e+01  |9.8548556381402727e+02  |
5.8379999999999994e-03  |3.4437153250333074e-05  |1.4503810454371331e+01  |9.8549615510847013e+02  |
5.8389999999999996e-03  |3.4412024149090153e-05  |1.4493226914152705e+01  |9.8550673867381784e+02  |
5.8399999999999997e-03  |3.4386913386041537e-05  |1.4482651097370550e+01  |9.8551731451571084e+02  |
5.8409999999999998e-03  |3.4361820947804764e-05  |1.4472082998388609e+01  |9.8552788263978493e+02  |
5.8420000000000000e-03  |3.4336746821007127e-05  |1.4461522611574752e+01  |9.8553844305167297e+02  |
5.8430000000000001e-03  |3.4311690992285679e-05  |1.4450969931300953e+01  |9.8554899575700244e+02  |
5.8439999999999994e-03  |3.4286653448287230e-05  |1.4440424951943291e+01  |9.8555954076139756e+02  |
5.8449999999999995e-03  |3.4261634175668342e-05  |1.4429887667881951e+01  |9.8557007807047808e+02  |
5.8459999999999996e-03  |3.4236633161095293e-05  |1.4419358073501218e+01  |9.8558060768985968e+02  |
5.8469999999999998e-03  |3.4211650391244132e-05  |1.4408836163189479e+01  |9.8559112962515417e+02  |
5.8479999999999999e-03  |3.4186685852800579e-05  |1.4398321931339215e+01  |9.8560164388196904e+02  |
5.8490000000000000e-03  |3.4161739532460112e-05  |1.4387815372346996e+01  |9.8561215046590758e+02  |
5.8500000000000002e-03  |3.4136811416927863e-05  |1.4377316480613480e+01  |9.8562264938256919e+02  |
5.8509999999999994e-03  |3.4111901492918739e-05  |1.4366825250543419e+01  |9.8563314063754922e+02  |
5.8519999999999996e-03  |3.4087009747157312e-05  |1.4356341676545638e+01  |9.8564362423643877e+02  |
5.8529999999999997e-03  |3.4062136166377815e-05  |1.4345865753033051e+01  |9.8565410018482510e+02  |
5.8539999999999998e-03  |3.4037280737324209e-05  |1.4335397474422642e+01  |9.8566456848829091e+02  |
5.8550000000000000e-03  |3.4012443446750090e-05  |1.4324936835135478e+01  |9.8567502915241528e+02  |
5.8560000000000001e-03  |3.3987624281418740e-05  |1.4314483829596693e+01  |9.8568548218277328e+02  |
5.8569999999999994e-03  |3.3962823228103095e-05  |1.4304038452235480e+01  |9.8569592758493559e+02  |
5.8579999999999995e-03  |3.3938040273585728e-05  |1.4293600697485113e+01  |9.8570636536446887e+02  |
5.8589999999999996e-03  |3.3913275404658889e-05  |1.4283170559782917e+01  |9.8571679552693593e+02  |
5.8599999999999998e-03  |3.3888528608124454e-05  |1.4272748033570284e+01  |9.8572721807789549e+02  |
5.8609999999999999e-03  |3.3863799870793919e-05  |1.4262333113292657e+01  |9.8573763302290183e+02  |
5.8620000000000000e-03  |3.3839089179488419e-05  |1.4251925793399534e+01  |9.8574804036750561e+02  |
5.8630000000000002e-03  |3.3814396521038685e-05  |1.4241526068344465e+01  |9.8575844011725326e+02  |
5.8639999999999994e-03  |3.3789721882285100e-05  |1.4231133932585045e+01  |9.8576883227768735e+02  |
5.8649999999999996e-03  |3.3765065250077605e-05  |1.4220749380582916e+01  |9.8577921685434615e+02  |
5.8659999999999997e-03  |3.3740426611275751e-05  |1.4210372406803762e+01  |9.8578959385276391e+02  |
5.8669999999999998e-03  |3.3715805952748704e-05  |1.4200003005717306e+01  |9.8579996327847084e+02  |
5.8680000000000000e-03  |3.3691203261375179e-05  |1.4189641171797302e+01  |9.8581032513699358e+02  |
5.8690000000000001e-03  |3.3666618524043485e-05  |1.4179286899521541e+01  |9.8582067943385402e+02  |
5.8699999999999994e-03  |3.3642051727651494e-05  |1.4168940183371847e+01  |9.8583102617457052e+02  |
5.8709999999999995e-03  |3.3617502859106623e-05  |1.4158601017834064e+01  |9.8584136536465724e+02  |
5.8719999999999996e-03  |3.3592971905325879e-05  |1.4148269397398064e+01  |9.8585169700962433e+02  |
5.8729999999999997e-03  |3.3568458853235784e-05  |1.4137945316557733e+01  |9.8586202111497789e+02  |
5.8739999999999999e-03  |3.3543963689772419e-05  |1.4127628769810991e+01  |9.8587233768621991e+02  |
5.8750000000000000e-03  |3.3519486401881400e-05  |1.4117319751659759e+01  |9.8588264672884839e+02  |
5.8760000000000001e-03  |3.3495026976517845e-05  |1.4107018256609974e+01  |9.8589294824835770e+02  |
5.8769999999999994e-03  |3.3470585400646425e-05  |1.4096724279171584e+01  |9.8590324225023767e+02  |
5.8779999999999995e-03  |3.3446161661241324e-05  |1.4086437813858540e+01  |9.8591352873997448e+02  |
5.8789999999999997e-03  |3.3421755745286173e-05  |1.4076158855188799e+01  |9.8592380772305000e+02  |
5.8799999999999998e-03  |3.3397367639774179e-05  |1.4065887397684325e+01  |9.8593407920494269e+02  |
5.8809999999999999e-03  |3.3372997331707974e-05  |1.4055623435871068e+01  |9.8594434319112634e+02  |
5.8820000000000001e-03  |3.3348644808099730e-05  |1.4045366964278976e+01  |9.8595459968707110e+02  |
5.8829999999999993e-03  |3.3324310055971079e-05  |1.4035117977441994e+01  |9.8596484869824280e+02  |
5.8839999999999995e-03  |3.3299993062353115e-05  |1.4024876469898050e+01  |9.8597509023010343e+02  |
5.8849999999999996e-03  |3.3275693814286387e-05  |1.4014642436189069e+01  |9.8598532428811154e+02  |
5.8859999999999997e-03  |3.3251412298820936e-05  |1.4004415870860941e+01  |9.8599555087772114e+02  |
5.8869999999999999e-03  |3.3227148503016205e-05  |1.3994196768463546e+01  |9.8600577000438250e+02  |
5.8880000000000000e-03  |3.3202902413941124e-05  |1.3983985123550747e+01  |9.8601598167354143e+02  |
5.8890000000000001e-03  |3.3178674018674058e-05  |1.3973780930680373e+01  |9.8602618589064014e+02  |
5.8899999999999994e-03  |3.3154463304302754e-05  |1.3963584184414225e+01  |9.8603638266111693e+02  |
5.8909999999999995e-03  |3.3130270257924421e-05  |1.3953394879318079e+01  |9.8604657199040639e+02  |
5.8919999999999997e-03  |3.3106094866645699e-05  |1.3943213009961671e+01  |9.8605675388393831e+02  |
5.8929999999999998e-03  |3.3081937117582607e-05  |1.3933038570918701e+01  |9.8606692834713908e+02  |
5.8939999999999999e-03  |3.3057796997860556e-05  |1.3922871556766827e+01  |9.8607709538543099e+02  |
5.8950000000000001e-03  |3.3033674494614404e-05  |1.3912711962087670e+01  |9.8608725500423270e+02  |
5.8959999999999993e-03  |3.3009569594988345e-05  |1.3902559781466799e+01  |9.8609740720895866e+02  |
5.8969999999999995e-03  |3.2985482286135972e-05  |1.3892415009493730e+01  |9.8610755200501899e+02  |
5.8979999999999996e-03  |3.2961412555220256e-05  |1.3882277640761945e+01  |9.8611768939782041e+02  |
