Parameters: 
delta_t : 0.000000 
equillibrium_threshold : 0.000010 
max_cycles : 1000000.000000 
log_frequency : 100000.000000 
sample_frequency : 10.000000 
urea_min : 0.000000 
urea_max : 8.000000 
urea_steps : 4.000000 
Run Time : 4.391279 

DATA START
t                       |D                       |I                       |N                       |
3.7669999999999999e-03  |1.5617317650893362e-04  |6.5774967578454479e+01  |9.3422487624835992e+02  |
3.7679999999999996e-03  |1.5605920941755833e-04  |6.5726968436602590e+01  |9.3427287550417884e+02  |
3.7689999999999998e-03  |1.5594532549472324e-04  |6.5679004322568886e+01  |9.3432083973209660e+02  |
3.7699999999999999e-03  |1.5583152467973528e-04  |6.5631075210791494e+01  |9.3436876895767489e+02  |
3.7709999999999996e-03  |1.5571780691194575e-04  |6.5583181075727211e+01  |9.3441666320645709e+02  |
3.7719999999999997e-03  |1.5560417213075016e-04  |6.5535321891851424e+01  |9.3446452250396783e+02  |
3.7729999999999999e-03  |1.5549062027558832e-04  |6.5487497633658222e+01  |9.3451234687571309e+02  |
3.7740000000000000e-03  |1.5537715128594414e-04  |6.5439708275660223e+01  |9.3456013634717999e+02  |
3.7749999999999997e-03  |1.5526376510134574e-04  |6.5391953792388733e+01  |9.3460789094383767e+02  |
3.7759999999999998e-03  |1.5515046166136544e-04  |6.5344234158393562e+01  |9.3465561069113630e+02  |
3.7770000000000000e-03  |1.5503724090561955e-04  |6.5296549348243119e+01  |9.3470329561450740e+02  |
3.7779999999999997e-03  |1.5492410277376850e-04  |6.5248899336524403e+01  |9.3475094573936428e+02  |
3.7789999999999998e-03  |1.5481104720551671e-04  |6.5201284097842944e+01  |9.3479856109110108e+02  |
3.7799999999999999e-03  |1.5469807414061261e-04  |6.5153703606822802e+01  |9.3484614169509427e+02  |
3.7809999999999996e-03  |1.5458518351884869e-04  |6.5106157838106512e+01  |9.3489368757670115e+02  |
3.7819999999999998e-03  |1.5447237528006124e-04  |6.5058646766355153e+01  |9.3494119876126069e+02  |
3.7829999999999999e-03  |1.5435964936413052e-04  |6.5011170366248322e+01  |9.3498867527409357e+02  |
3.7840000000000000e-03  |1.5424700571098072e-04  |6.4963728612484061e+01  |9.3503611714050146e+02  |
3.7849999999999997e-03  |1.5413444426057974e-04  |6.4916321479778887e+01  |9.3508352438576810e+02  |
3.7859999999999999e-03  |1.5402196495293942e-04  |6.4868948942867746e+01  |9.3513089703515868e+02  |
3.7870000000000000e-03  |1.5390956772811529e-04  |6.4821610976504033e+01  |9.3517823511391953e+02  |
3.7879999999999997e-03  |1.5379725252620671e-04  |6.4774307555459586e+01  |9.3522553864727934e+02  |
3.7889999999999998e-03  |1.5368501928735665e-04  |6.4727038654524620e+01  |9.3527280766044748e+02  |
3.7900000000000000e-03  |1.5357286795175182e-04  |6.4679804248507764e+01  |9.3532004217861561e+02  |
3.7909999999999997e-03  |1.5346079845962254e-04  |6.4632604312236069e+01  |9.3536724222695671e+02  |
3.7919999999999998e-03  |1.5334881075124284e-04  |6.4585438820554870e+01  |9.3541440783062558e+02  |
3.7929999999999999e-03  |1.5323690476693019e-04  |6.4538307748327938e+01  |9.3546153901475861e+02  |
3.7939999999999996e-03  |1.5312508044704575e-04  |6.4491211070437345e+01  |9.3550863580447333e+02  |
3.7949999999999998e-03  |1.5301333773199408e-04  |6.4444148761783509e+01  |9.3555569822486984e+02  |
3.7959999999999999e-03  |1.5290167656222336e-04  |6.4397120797285183e+01  |9.3560272630102929e+02  |
3.7970000000000000e-03  |1.5279009687822515e-04  |6.4350127151879391e+01  |9.3564972005801485e+02  |
3.7979999999999997e-03  |1.5267859862053447e-04  |6.4303167800521450e+01  |9.3569667952087104e+02  |
3.7989999999999999e-03  |1.5256718172972973e-04  |6.4256242718184964e+01  |9.3574360471462444e+02  |
3.8000000000000000e-03  |1.5245584614643261e-04  |6.4209351879861785e+01  |9.3579049566428330e+02  |
3.8009999999999997e-03  |1.5234459181130832e-04  |6.4162495260562039e+01  |9.3583735239483747e+02  |
3.8019999999999998e-03  |1.5223341866506517e-04  |6.4115672835314044e+01  |9.3588417493125871e+02  |
3.8030000000000000e-03  |1.5212232664845487e-04  |6.4068884579164447e+01  |9.3593096329850050e+02  |
3.8039999999999997e-03  |1.5201131570227231e-04  |6.4022130467177973e+01  |9.3597771752149799e+02  |
3.8049999999999998e-03  |1.5190038576735554e-04  |6.3975410474437631e+01  |9.3602443762516828e+02  |
3.8059999999999999e-03  |1.5178953678458590e-04  |6.3928724576044566e+01  |9.3607112363441036e+02  |
3.8069999999999996e-03  |1.5167876869488775e-04  |6.3882072747118130e+01  |9.3611777557410505e+02  |
3.8079999999999998e-03  |1.5156808143922872e-04  |6.3835454962795801e+01  |9.3616439346911477e+02  |
3.8089999999999999e-03  |1.5145747495861933e-04  |6.3788871198233210e+01  |9.3621097734428361e+02  |
3.8100000000000000e-03  |1.5134694919411327e-04  |6.3742321428604136e+01  |9.3625752722443838e+02  |
3.8109999999999997e-03  |1.5123650408680719e-04  |6.3695805629100448e+01  |9.3630404313438726e+02  |
3.8119999999999999e-03  |1.5112613957784087e-04  |6.3649323774932142e+01  |9.3635052509892000e+02  |
3.8130000000000000e-03  |1.5101585560839680e-04  |6.3602875841327297e+01  |9.3639697314280886e+02  |
3.8139999999999997e-03  |1.5090565211970056e-04  |6.3556461803532059e+01  |9.3644338729080744e+02  |
3.8149999999999998e-03  |1.5079552905302061e-04  |6.3510081636810654e+01  |9.3648976756765194e+02  |
3.8159999999999999e-03  |1.5068548634966823e-04  |6.3463735316445359e+01  |9.3653611399806005e+02  |
3.8169999999999996e-03  |1.5057552395099746e-04  |6.3417422817736458e+01  |9.3658242660673125e+02  |
3.8179999999999998e-03  |1.5046564179840529e-04  |6.3371144116002306e+01  |9.3662870541834752e+02  |
3.8189999999999999e-03  |1.5035583983333134e-04  |6.3324899186579238e+01  |9.3667495045757244e+02  |
3.8199999999999996e-03  |1.5024611799725805e-04  |6.3278688004821603e+01  |9.3672116174905182e+02  |
3.8209999999999997e-03  |1.5013647623171055e-04  |6.3232510546101715e+01  |9.3676733931741353e+02  |
3.8219999999999999e-03  |1.5002691447825670e-04  |6.3186366785809888e+01  |9.3681348318726702e+02  |
3.8230000000000000e-03  |1.4991743267850686e-04  |6.3140256699354389e+01  |9.3685959338320424e+02  |
3.8239999999999997e-03  |1.4980803077411405e-04  |6.3094180262161423e+01  |9.3690566992979916e+02  |
3.8249999999999998e-03  |1.4969870870677393e-04  |6.3048137449675131e+01  |9.3695171285160768e+02  |
3.8260000000000000e-03  |1.4958946641822470e-04  |6.3002128237357546e+01  |9.3699772217316740e+02  |
3.8269999999999997e-03  |1.4948030385024698e-04  |6.2956152600688654e+01  |9.3704369791899887e+02  |
3.8279999999999998e-03  |1.4937122094466402e-04  |6.2910210515166320e+01  |9.3708964011360422e+02  |
3.8289999999999999e-03  |1.4926221764334141e-04  |6.2864301956306257e+01  |9.3713554878146761e+02  |
3.8299999999999996e-03  |1.4915329388818721e-04  |6.2818426899642098e+01  |9.3718142394705535e+02  |
3.8309999999999998e-03  |1.4904444962115187e-04  |6.2772585320725305e+01  |9.3722726563481638e+02  |
3.8319999999999999e-03  |1.4893568478422815e-04  |6.2726777195125173e+01  |9.3727307386918153e+02  |
3.8330000000000000e-03  |1.4882699931945123e-04  |6.2681002498428839e+01  |9.3731884867456336e+02  |
3.8339999999999997e-03  |1.4871839316889861e-04  |6.2635261206241253e+01  |9.3736459007535700e+02  |
3.8349999999999999e-03  |1.4860986627468991e-04  |6.2589553294185151e+01  |9.3741029809593988e+02  |
3.8360000000000000e-03  |1.4850141857898708e-04  |6.2543878737901096e+01  |9.3745597276067167e+02  |
3.8369999999999997e-03  |1.4839305002399431e-04  |6.2498237513047378e+01  |9.3750161409389375e+02  |
3.8379999999999998e-03  |1.4828476055195791e-04  |6.2452629595300102e+01  |9.3754722211993067e+02  |
3.8390000000000000e-03  |1.4817655010516644e-04  |6.2407054960353101e+01  |9.3759279686308810e+02  |
3.8399999999999997e-03  |1.4806841862595045e-04  |6.2361513583917912e+01  |9.3763833834765478e+02  |
3.8409999999999998e-03  |1.4796036605668265e-04  |6.2316005441723846e+01  |9.3768384659790149e+02  |
3.8419999999999999e-03  |1.4785239233977771e-04  |6.2270530509517904e+01  |9.3772932163808116e+02  |
3.8429999999999996e-03  |1.4774449741769240e-04  |6.2225088763064804e+01  |9.3777476349242909e+02  |
3.8439999999999998e-03  |1.4763668123292549e-04  |6.2179680178146924e+01  |9.3782017218516319e+02  |
3.8449999999999999e-03  |1.4752894372801770e-04  |6.2134304730564324e+01  |9.3786554774048341e+02  |
3.8460000000000000e-03  |1.4742128484555170e-04  |6.2088962396134725e+01  |9.3791089018257185e+02  |
3.8469999999999997e-03  |1.4731370452815195e-04  |6.2043653150693501e+01  |9.3795619953559333e+02  |
3.8479999999999999e-03  |1.4720620271848494e-04  |6.1998376970093666e+01  |9.3800147582369482e+02  |
3.8490000000000000e-03  |1.4709877935925890e-04  |6.1953133830205850e+01  |9.3804671907100590e+02  |
3.8499999999999997e-03  |1.4699143439322383e-04  |6.1907923706918268e+01  |9.3809192930163840e+02  |
3.8509999999999998e-03  |1.4688416776317167e-04  |6.1862746576136750e+01  |9.3813710653968656e+02  |
3.8520000000000000e-03  |1.4677697941193596e-04  |6.1817602413784719e+01  |9.3818225080922684e+02  |
3.8529999999999997e-03  |1.4666986928239204e-04  |6.1772491195803156e+01  |9.3822736213431870e+02  |
3.8539999999999998e-03  |1.4656283731745686e-04  |6.1727412898150618e+01  |9.3827244053900324e+02  |
3.8549999999999999e-03  |1.4645588346008916e-04  |6.1682367496803160e+01  |9.3831748604730456e+02  |
3.8559999999999996e-03  |1.4634900765328918e-04  |6.1637354967754412e+01  |9.3836249868322898e+02  |
3.8569999999999998e-03  |1.4624220984009876e-04  |6.1592375287015514e+01  |9.3840747847076568e+02  |
3.8579999999999999e-03  |1.4613548996360136e-04  |6.1547428430615099e+01  |9.3845242543388588e+02  |
3.8590000000000000e-03  |1.4602884796692195e-04  |6.1502514374599308e+01  |9.3849733959654361e+02  |
3.8599999999999997e-03  |1.4592228379322705e-04  |6.1457633095031753e+01  |9.3854222098267542e+02  |
3.8609999999999998e-03  |1.4581579738572460e-04  |6.1412784567993519e+01  |9.3858706961620010e+02  |
3.8620000000000000e-03  |1.4570938868766397e-04  |6.1367968769583157e+01  |9.3863188552101929e+02  |
3.8629999999999997e-03  |1.4560305764233595e-04  |6.1323185675916633e+01  |9.3867666872101688e+02  |
3.8639999999999998e-03  |1.4549680419307276e-04  |6.1278435263127342e+01  |9.3872141924005962e+02  |
3.8649999999999999e-03  |1.4539062828324806e-04  |6.1233717507366144e+01  |9.3876613710199672e+02  |
3.8659999999999996e-03  |1.4528452985627658e-04  |6.1189032384801266e+01  |9.3881082233066013e+02  |
3.8669999999999998e-03  |1.4517850885561456e-04  |6.1144379871618327e+01  |9.3885547494986406e+02  |
3.8679999999999999e-03  |1.4507256522475944e-04  |6.1099759944020306e+01  |9.3890009498340567e+02  |
3.8689999999999996e-03  |1.4496669890724987e-04  |6.1055172578227598e+01  |9.3894468245506482e+02  |
3.8699999999999997e-03  |1.4486090984666572e-04  |6.1010617750477913e+01  |9.3898923738860356e+02  |
3.8709999999999999e-03  |1.4475519798662806e-04  |6.0966095437026304e+01  |9.3903375980776707e+02  |
3.8720000000000000e-03  |1.4464956327079904e-04  |6.0921605614145179e+01  |9.3907824973628294e+02  |
3.8729999999999997e-03  |1.4454400564288194e-04  |6.0877148258124222e+01  |9.3912270719786147e+02  |
3.8739999999999998e-03  |1.4443852504662121e-04  |6.0832723345270466e+01  |9.3916713221619580e+02  |
3.8750000000000000e-03  |1.4433312142580226e-04  |6.0788330851908192e+01  |9.3921152481496188e+02  |
3.8759999999999997e-03  |1.4422779472425150e-04  |6.0743970754378985e+01  |9.3925588501781795e+02  |
3.8769999999999998e-03  |1.4412254488583643e-04  |6.0699643029041681e+01  |9.3930021284840518e+02  |
3.8779999999999999e-03  |1.4401737185446549e-04  |6.0655347652272376e+01  |9.3934450833034725e+02  |
3.8789999999999996e-03  |1.4391227557408796e-04  |6.0611084600464395e+01  |9.3938877148725157e+02  |
3.8799999999999998e-03  |1.4380725598869416e-04  |6.0566853850028309e+01  |9.3943300234270725e+02  |
3.8809999999999999e-03  |1.4370231304231516e-04  |6.0522655377391885e+01  |9.3947720092028669e+02  |
3.8820000000000000e-03  |1.4359744667902295e-04  |6.0478489159000098e+01  |9.3952136724354489e+02  |
3.8829999999999997e-03  |1.4349265684293031e-04  |6.0434355171315133e+01  |9.3956550133601979e+02  |
3.8839999999999999e-03  |1.4338794347819081e-04  |6.0390253390816312e+01  |9.3960960322123196e+02  |
3.8850000000000000e-03  |1.4328330652899879e-04  |6.0346183794000154e+01  |9.3965367292268513e+02  |
3.8859999999999997e-03  |1.4317874593958925e-04  |6.0302146357380323e+01  |9.3969771046386552e+02  |
3.8869999999999998e-03  |1.4307426165423800e-04  |6.0258141057487592e+01  |9.3974171586824241e+02  |
3.8880000000000000e-03  |1.4296985361726135e-04  |6.0214167870869915e+01  |9.3978568915926803e+02  |
3.8889999999999997e-03  |1.4286552177301642e-04  |6.0170226774092313e+01  |9.3982963036037745e+02  |
3.8899999999999998e-03  |1.4276126606590085e-04  |6.0126317743736948e+01  |9.3987353949498868e+02  |
3.8909999999999999e-03  |1.4265708644035287e-04  |6.0082440756403045e+01  |9.3991741658650233e+02  |
3.8919999999999996e-03  |1.4255298284085121e-04  |6.0038595788706907e+01  |9.3996126165830196e+02  |
3.8929999999999998e-03  |1.4244895521191522e-04  |5.9994782817281894e+01  |9.4000507473375467e+02  |
3.8939999999999999e-03  |1.4234500349810460e-04  |5.9951001818778444e+01  |9.4004885583620978e+02  |
3.8950000000000000e-03  |1.4224112764401966e-04  |5.9907252769864030e+01  |9.4009260498900028e+02  |
3.8959999999999997e-03  |1.4213732759430102e-04  |5.9863535647223131e+01  |9.4013632221544117e+02  |
3.8969999999999999e-03  |1.4203360329362975e-04  |5.9819850427557263e+01  |9.4018000753883109e+02  |
3.8980000000000000e-03  |1.4192995468672727e-04  |5.9776197087584933e+01  |9.4022366098245220e+02  |
3.8989999999999997e-03  |1.4182638171835539e-04  |5.9732575604041628e+01  |9.4026728256956847e+02  |
3.8999999999999998e-03  |1.4172288433331621e-04  |5.9688985953679840e+01  |9.4031087232342747e+02  |
3.9010000000000000e-03  |1.4161946247645196e-04  |5.9645428113269006e+01  |9.4035443026726011e+02  |
3.9019999999999997e-03  |1.4151611609264538e-04  |5.9601902059595517e+01  |9.4039795642428010e+02  |
3.9029999999999998e-03  |1.4141284512681930e-04  |5.9558407769462697e+01  |9.4044145081768397e+02  |
3.9039999999999999e-03  |1.4130964952393670e-04  |5.9514945219690816e+01  |9.4048491347065135e+02  |
3.9049999999999996e-03  |1.4120652922900085e-04  |5.9471514387117061e+01  |9.4052834440634558e+02  |
3.9059999999999997e-03  |1.4110348418705496e-04  |5.9428115248595496e+01  |9.4057174364791194e+02  |
3.9069999999999999e-03  |1.4100051434318256e-04  |5.9384747780997095e+01  |9.4061511121848014e+02  |
3.9080000000000000e-03  |1.4089761964250711e-04  |5.9341411961209715e+01  |9.4065844714116236e+02  |
3.9090000000000001e-03  |1.4079480003019218e-04  |5.9298107766138088e+01  |9.4070175143905362e+02  |
3.9099999999999994e-03  |1.4069205545144139e-04  |5.9254835172703764e+01  |9.4074502413523260e+02  |
3.9109999999999995e-03  |1.4058938585149823e-04  |5.9211594157845141e+01  |9.4078826525276099e+02  |
3.9119999999999997e-03  |1.4048679117564629e-04  |5.9168384698517499e+01  |9.4083147481468336e+02  |
3.9129999999999998e-03  |1.4038427136920891e-04  |5.9125206771692874e+01  |9.4087465284402799e+02  |
3.9139999999999999e-03  |1.4028182637754958e-04  |5.9082060354360138e+01  |9.4091779936380567e+02  |
3.9150000000000001e-03  |1.4017945614607142e-04  |5.9038945423524943e+01  |9.4096091439701127e+02  |
3.9160000000000002e-03  |1.4007716062021752e-04  |5.8995861956209737e+01  |9.4100399796662202e+02  |
3.9169999999999995e-03  |1.3997493974547074e-04  |5.8952809929453721e+01  |9.4104705009559893e+02  |
3.9179999999999996e-03  |1.3987279346735387e-04  |5.8909789320312854e+01  |9.4109007080688605e+02  |
3.9189999999999997e-03  |1.3977072173142923e-04  |5.8866800105859831e+01  |9.4113306012341070e+02  |
3.9199999999999999e-03  |1.3966872448329895e-04  |5.8823842263184098e+01  |9.4117601806808352e+02  |
3.9210000000000000e-03  |1.3956680166860480e-04  |5.8780915769391790e+01  |9.4121894466379854e+02  |
3.9220000000000001e-03  |1.3946495323302849e-04  |5.8738020601605790e+01  |9.4126183993343295e+02  |
3.9229999999999994e-03  |1.3936317912229102e-04  |5.8695156736965657e+01  |9.4130470389984725e+02  |
3.9239999999999995e-03  |1.3926147928215320e-04  |5.8652324152627614e+01  |9.4134753658588500e+02  |
3.9249999999999997e-03  |1.3915985365841533e-04  |5.8609522825764600e+01  |9.4139033801437358e+02  |
3.9259999999999998e-03  |1.3905830219691735e-04  |5.8566752733566148e+01  |9.4143310820812337e+02  |
3.9269999999999999e-03  |1.3895682484353866e-04  |5.8524013853238486e+01  |9.4147584718992869e+02  |
3.9280000000000001e-03  |1.3885542154419819e-04  |5.8481306162004472e+01  |9.4151855498256600e+02  |
3.9290000000000002e-03  |1.3875409224485433e-04  |5.8438629637103560e+01  |9.4156123160879611e+02  |
3.9299999999999995e-03  |1.3865283689150492e-04  |5.8395984255791845e+01  |9.4160387709136307e+02  |
3.9309999999999996e-03  |1.3855165543018712e-04  |5.8353369995341993e+01  |9.4164649145299450e+02  |
3.9319999999999997e-03  |1.3845054780697757e-04  |5.8310786833043274e+01  |9.4168907471640091e+02  |
3.9329999999999999e-03  |1.3834951396799218e-04  |5.8268234746201529e+01  |9.4173162690427637e+02  |
3.9340000000000000e-03  |1.3824855385938627e-04  |5.8225713712139154e+01  |9.4177414803929878e+02  |
3.9350000000000001e-03  |1.3814766742735441e-04  |5.8183223708195094e+01  |9.4181663814412923e+02  |
3.9359999999999994e-03  |1.3804685461813035e-04  |5.8140764711724820e+01  |9.4185909724141243e+02  |
3.9369999999999995e-03  |1.3794611537798734e-04  |5.8098336700100347e+01  |9.4190152535377604e+02  |
3.9379999999999997e-03  |1.3784544965323760e-04  |5.8055939650710201e+01  |9.4194392250383191e+02  |
3.9389999999999998e-03  |1.3774485739023252e-04  |5.8013573540959406e+01  |9.4198628871417498e+02  |
3.9399999999999999e-03  |1.3764433853536275e-04  |5.7971238348269459e+01  |9.4202862400738377e+02  |
3.9410000000000001e-03  |1.3754389303505807e-04  |5.7928934050078361e+01  |9.4207092840602036e+02  |
3.9420000000000002e-03  |1.3744352083578721e-04  |5.7886660623840569e+01  |9.4211320193263043e+02  |
3.9429999999999995e-03  |1.3734322188405817e-04  |5.7844418047026984e+01  |9.4215544460974309e+02  |
3.9439999999999996e-03  |1.3724299612641783e-04  |5.7802206297124961e+01  |9.4219765645987093e+02  |
3.9449999999999997e-03  |1.3714284350945216e-04  |5.7760025351638276e+01  |9.4223983750551031e+02  |
3.9459999999999999e-03  |1.3704276397978596e-04  |5.7717875188087113e+01  |9.4228198776914098e+02  |
3.9470000000000000e-03  |1.3694275748408319e-04  |5.7675755784008075e+01  |9.4232410727322633e+02  |
3.9480000000000001e-03  |1.3684282396904659e-04  |5.7633667116954136e+01  |9.4236619604021371e+02  |
3.9490000000000003e-03  |1.3674296338141791e-04  |5.7591609164494685e+01  |9.4240825409253375e+02  |
3.9499999999999995e-03  |1.3664317566797768e-04  |5.7549581904215465e+01  |9.4245028145260062e+02  |
3.9509999999999997e-03  |1.3654346077554528e-04  |5.7507585313718565e+01  |9.4249227814281244e+02  |
3.9519999999999998e-03  |1.3644381865097891e-04  |5.7465619370622434e+01  |9.4253424418555062e+02  |
3.9529999999999999e-03  |1.3634424924117554e-04  |5.7423684052561832e+01  |9.4257617960318066e+02  |
3.9540000000000000e-03  |1.3624475249307083e-04  |5.7381779337187851e+01  |9.4261808441805135e+02  |
3.9550000000000002e-03  |1.3614532835363937e-04  |5.7339905202167920e+01  |9.4265995865249556e+02  |
3.9559999999999994e-03  |1.3604597676989416e-04  |5.7298061625185738e+01  |9.4270180232882933e+02  |
3.9569999999999996e-03  |1.3594669768888712e-04  |5.7256248583941293e+01  |9.4274361546935279e+02  |
3.9579999999999997e-03  |1.3584749105770869e-04  |5.7214466056150847e+01  |9.4278539809634992e+02  |
3.9589999999999998e-03  |1.3574835682348790e-04  |5.7172714019546923e+01  |9.4282715023208812e+02  |
3.9600000000000000e-03  |1.3564929493339241e-04  |5.7130992451878292e+01  |9.4286887189881861e+02  |
3.9610000000000001e-03  |1.3555030533462839e-04  |5.7089301330909969e+01  |9.4291056311877651e+02  |
3.9620000000000002e-03  |1.3545138797444066e-04  |5.7047640634423189e+01  |9.4295222391418065e+02  |
3.9629999999999995e-03  |1.3535254280011241e-04  |5.7006010340215411e+01  |9.4299385430723351e+02  |
3.9639999999999996e-03  |1.3525376975896536e-04  |5.6964410426100287e+01  |9.4303545432012163e+02  |
3.9649999999999998e-03  |1.3515506879835964e-04  |5.6922840869907660e+01  |9.4307702397501532e+02  |
3.9659999999999999e-03  |1.3505643986569377e-04  |5.6881301649483561e+01  |9.4311856329406817e+02  |
3.9670000000000000e-03  |1.3495788290840473e-04  |5.6839792742690179e+01  |9.4316007229941852e+02  |
3.9680000000000002e-03  |1.3485939787396785e-04  |5.6798314127405881e+01  |9.4320155101318778e+02  |
3.9689999999999994e-03  |1.3476098470989678e-04  |5.6756865781525121e+01  |9.4324299945748180e+02  |
3.9699999999999996e-03  |1.3466264336374335e-04  |5.6715447682958541e+01  |9.4328441765438970e+02  |
3.9709999999999997e-03  |1.3456437378309776e-04  |5.6674059809632880e+01  |9.4332580562598503e+02  |
3.9719999999999998e-03  |1.3446617591558857e-04  |5.6632702139491002e+01  |9.4336716339432485e+02  |
3.9730000000000000e-03  |1.3436804970888238e-04  |5.6591374650491836e+01  |9.4340849098145043e+02  |
3.9740000000000001e-03  |1.3426999511068411e-04  |5.6550077320610420e+01  |9.4344978840938643e+02  |
3.9750000000000002e-03  |1.3417201206873675e-04  |5.6508810127837855e+01  |9.4349105570014206e+02  |
3.9759999999999995e-03  |1.3407410053082152e-04  |5.6467573050181315e+01  |9.4353229287571003e+02  |
3.9769999999999996e-03  |1.3397626044475759e-04  |5.6426366065664013e+01  |9.4357349995806737e+02  |
3.9779999999999998e-03  |1.3387849175840243e-04  |5.6385189152325204e+01  |9.4361467696917498e+02  |
3.9789999999999999e-03  |1.3378079441965138e-04  |5.6344042288220152e+01  |9.4365582393097736e+02  |
3.9800000000000000e-03  |1.3368316837643785e-04  |5.6302925451420158e+01  |9.4369694086540346e+02  |
3.9810000000000002e-03  |1.3358561357673329e-04  |5.6261838620012533e+01  |9.4373802779436562e+02  |
3.9819999999999994e-03  |1.3348812996854704e-04  |5.6220781772100551e+01  |9.4377908473976129e+02  |
3.9829999999999996e-03  |1.3339071749992649e-04  |5.6179754885803476e+01  |9.4382011172347086e+02  |
3.9839999999999997e-03  |1.3329337611895690e-04  |5.6138757939256550e+01  |9.4386110876735916e+02  |
3.9849999999999998e-03  |1.3319610577376134e-04  |5.6097790910610954e+01  |9.4390207589327508e+02  |
3.9860000000000000e-03  |1.3309890641250081e-04  |5.6056853778033833e+01  |9.4394301312305163e+02  |
3.9870000000000001e-03  |1.3300177798337409e-04  |5.6015946519708244e+01  |9.4398392047850587e+02  |
3.9880000000000002e-03  |1.3290472043461787e-04  |5.5975069113833179e+01  |9.4402479798143827e+02  |
3.9889999999999995e-03  |1.3280773371450650e-04  |5.5934221538623540e+01  |9.4406564565363453e+02  |
3.9899999999999996e-03  |1.3271081777135212e-04  |5.5893403772310123e+01  |9.4410646351686387e+02  |
3.9909999999999998e-03  |1.3261397255350462e-04  |5.5852615793139591e+01  |9.4414725159287968e+02  |
3.9919999999999999e-03  |1.3251719800935161e-04  |5.5811857579374539e+01  |9.4418800990341936e+02  |
3.9930000000000000e-03  |1.3242049408731821e-04  |5.5771129109293362e+01  |9.4422873847020435e+02  |
3.9940000000000002e-03  |1.3232386073586729e-04  |5.5730430361190322e+01  |9.4426943731494066e+02  |
3.9949999999999994e-03  |1.3222729790349929e-04  |5.5689761313375548e+01  |9.4431010645931792e+02  |
3.9959999999999996e-03  |1.3213080553875232e-04  |5.5649121944174972e+01  |9.4435074592501087e+02  |
3.9969999999999997e-03  |1.3203438359020192e-04  |5.5608512231930348e+01  |9.4439135573367753e+02  |
3.9979999999999998e-03  |1.3193803200646132e-04  |5.5567932154999248e+01  |9.4443193590696023e+02  |
3.9990000000000000e-03  |1.3184175073618107e-04  |5.5527381691755018e+01  |9.4447248646648575e+02  |
4.0000000000000001e-03  |1.3174553972804926e-04  |5.5486860820586806e+01  |9.4451300743386491e+02  |
4.0010000000000002e-03  |1.3164939893079144e-04  |5.5446369519899505e+01  |9.4455349883069300e+02  |
4.0019999999999995e-03  |1.3155332829317064e-04  |5.5405907768113799e+01  |9.4459396067854937e+02  |
4.0029999999999996e-03  |1.3145732776398715e-04  |5.5365475543666086e+01  |9.4463439299899767e+02  |
4.0039999999999997e-03  |1.3136139729207866e-04  |5.5325072825008540e+01  |9.4467479581358566e+02  |
4.0049999999999999e-03  |1.3126553682632031e-04  |5.5284699590609016e+01  |9.4471516914384563e+02  |
4.0060000000000000e-03  |1.3116974631562442e-04  |5.5244355818951107e+01  |9.4475551301129394e+02  |
4.0070000000000001e-03  |1.3107402570894058e-04  |5.5204041488534116e+01  |9.4479582743743163e+02  |
4.0079999999999994e-03  |1.3097837495525575e-04  |5.5163756577873023e+01  |9.4483611244374333e+02  |
4.0089999999999995e-03  |1.3088279400359407e-04  |5.5123501065498488e+01  |9.4487636805169882e+02  |
4.0099999999999997e-03  |1.3078728280301686e-04  |5.5083274929956829e+01  |9.4491659428275159e+02  |
4.0109999999999998e-03  |1.3069184130262265e-04  |5.5043078149810043e+01  |9.4495679115833980e+02  |
4.0119999999999999e-03  |1.3059646945154707e-04  |5.5002910703635742e+01  |9.4499695869988591e+02  |
4.0130000000000001e-03  |1.3050116719896286e-04  |5.4962772570027191e+01  |9.4503709692879670e+02  |
4.0140000000000002e-03  |1.3040593449407982e-04  |5.4922663727593282e+01  |9.4507720586646326e+02  |
4.0149999999999995e-03  |1.3031077128614497e-04  |5.4882584154958522e+01  |9.4511728553426133e+02  |
4.0159999999999996e-03  |1.3021567752444222e-04  |5.4842533830762981e+01  |9.4515733595355061e+02  |
4.0169999999999997e-03  |1.3012065315829257e-04  |5.4802512733662361e+01  |9.4519735714567571e+02  |
4.0179999999999999e-03  |1.3002569813705395e-04  |5.4762520842327895e+01  |9.4523734913196517e+02  |
4.0190000000000000e-03  |1.2993081241012122e-04  |5.4722558135446405e+01  |9.4527731193373245e+02  |
4.0200000000000001e-03  |1.2983599592692629e-04  |5.4682624591720312e+01  |9.4531724557227506e+02  |
4.0209999999999994e-03  |1.2974124863693792e-04  |5.4642720189867497e+01  |9.4535715006887528e+02  |
4.0219999999999995e-03  |1.2964657048966164e-04  |5.4602844908621407e+01  |9.4539702544479928e+02  |
4.0229999999999997e-03  |1.2955196143463993e-04  |5.4562998726731010e+01  |9.4543687172129876e+02  |
4.0239999999999998e-03  |1.2945742142145218e-04  |5.4523181622960777e+01  |9.4547668891960916e+02  |
4.0249999999999999e-03  |1.2936295039971438e-04  |5.4483393576090691e+01  |9.4551647706095014e+02  |
4.0260000000000001e-03  |1.2926854831907944e-04  |5.4443634564916209e+01  |9.4555623616652656e+02  |
4.0270000000000002e-03  |1.2917421512923687e-04  |5.4403904568248265e+01  |9.4559596625752772e+02  |
